model,fam,id,ood,eff_robust,n
tabicl,icl,0.38539370265340833,0.24948646900468266,0.16931683781556833,88
tabpfn_client,icl,0.3795299660589262,0.23082256493281444,0.11312973916126425,88
logreg,linear,0.3421521771219883,0.21053106711129851,0.07303894830277198,88
catboost,gbdt,0.3697574947452352,0.2162651461788201,0.07152174054377007,88
xgboost,gbdt,0.3264230164526192,0.14469434903773845,-0.042176477259800775,88
hist_gbdt,gbdt,0.3363322034017298,0.13098521922454248,-0.10238421158674194,88
