model,family,dataset_id,seed,lambda,status,error_message,n_train,n_flipped,noisy_train_accuracy,clean_train_accuracy,clean_test_accuracy,clean_test_auc,train_test_gap,noisy_label_fit_rate,clean_label_recovery_rate,confidence_on_flipped_samples
xgboost,gbdt,breast_cancer,1,0.1,ok,,398,40,1.0,0.8994974874371859,0.9239766081871345,0.9725467289719626,0.07602339181286555,1.0,0.0,0.9616185784339905
xgboost,gbdt,breast_cancer,1,0.2,ok,,398,80,1.0,0.7989949748743719,0.847953216374269,0.931804906542056,0.15204678362573099,1.0,0.0,0.9743681564927101
xgboost,gbdt,breast_cancer,1,0.3,ok,,398,119,1.0,0.7010050251256281,0.7543859649122807,0.8490070093457944,0.24561403508771928,1.0,0.0,0.9797854503663648
xgboost,gbdt,breast_cancer,1,0.4,ok,,398,159,1.0,0.6005025125628141,0.6023391812865497,0.62821261682243,0.39766081871345027,1.0,0.0,0.9821459875916535
catboost,gbdt,breast_cancer,1,0.0,ok,,398,0,1.0,1.0,0.9532163742690059,0.9960572429906542,0.04678362573099415,,,
catboost,gbdt,breast_cancer,1,0.05,ok,,398,20,0.9899497487437185,0.9547738693467337,0.9590643274853801,0.9960572429906542,0.030885421258338486,0.85,0.15,0.5919214848895645
catboost,gbdt,breast_cancer,1,0.1,ok,,398,40,0.9899497487437185,0.9095477386934674,0.935672514619883,0.9824766355140186,0.05427723412383556,0.9,0.1,0.6154762863199673
catboost,gbdt,breast_cancer,1,0.2,ok,,398,80,0.9698492462311558,0.8190954773869347,0.9064327485380117,0.9810163551401869,0.06341649769314406,0.875,0.125,0.6204181324199907
catboost,gbdt,breast_cancer,1,0.3,ok,,398,119,0.9623115577889447,0.7386934673366834,0.8304093567251462,0.9259637850467289,0.13190220106379857,0.8739495798319328,0.12605042016806722,0.6617668972821134
catboost,gbdt,breast_cancer,1,0.4,ok,,398,159,0.9824120603015075,0.6180904522613065,0.695906432748538,0.741676401869159,0.2865056275529695,0.9559748427672956,0.0440251572327044,0.6822969153275201
tabicl,icl,breast_cancer,1,0.0,ok,,398,0,0.9974874371859297,0.9974874371859297,0.9766081871345029,0.9982476635514018,0.020879250051426768,,,
tabicl,icl,breast_cancer,1,0.05,ok,,398,20,0.949748743718593,0.9899497487437185,0.9649122807017544,0.9994158878504673,-0.015163536983161419,0.1,0.9,0.26493121348321436
tabicl,icl,breast_cancer,1,0.1,ok,,398,40,0.9195979899497487,0.9748743718592965,0.9649122807017544,0.9964953271028038,-0.04531429075200566,0.225,0.775,0.43056695349514484
tabicl,icl,breast_cancer,1,0.2,ok,,398,80,0.871859296482412,0.9170854271356784,0.9415204678362573,0.9875876168224299,-0.06966117135384531,0.3875,0.6125,0.4943743985146284
tabicl,icl,breast_cancer,1,0.3,ok,,398,119,0.7663316582914573,0.9045226130653267,0.9005847953216374,0.9572137850467289,-0.13425313703018005,0.2689075630252101,0.7310924369747899,0.4520156284590729
tabicl,icl,breast_cancer,1,0.4,ok,,398,159,0.992462311557789,0.6080402010050251,0.8245614035087719,0.8336740654205608,0.16790090804901703,0.9811320754716981,0.018867924528301886,0.6017612190741413
tabpfn,icl,breast_cancer,1,0.0,ok,,398,0,1.0,1.0,0.9707602339181286,0.9989778037383178,0.0292397660818714,,,
tabpfn,icl,breast_cancer,1,0.05,ok,,398,20,1.0,0.949748743718593,0.9707602339181286,0.999123831775701,0.0292397660818714,1.0,0.0,0.8761901736259461
tabpfn,icl,breast_cancer,1,0.1,ok,,398,40,1.0,0.8994974874371859,0.9707602339181286,0.9878796728971962,0.0292397660818714,1.0,0.0,0.9563583597540856
tabpfn,icl,breast_cancer,1,0.2,ok,,398,80,0.9949748743718593,0.8040201005025126,0.935672514619883,0.9836448598130841,0.059302359751976286,0.975,0.025,0.768983468785882
tabpfn,icl,breast_cancer,1,0.3,ok,,398,119,1.0,0.7010050251256281,0.8888888888888888,0.9564836448598131,0.11111111111111116,1.0,0.0,0.9333982748143813
tabpfn,icl,breast_cancer,1,0.4,ok,,398,159,1.0,0.6005025125628141,0.7426900584795322,0.7445969626168224,0.2573099415204678,1.0,0.0,0.9815011418090677
logreg,linear,wine,1,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,0.9995189995189996,0.01851851851851849,,,
logreg,linear,wine,1,0.05,ok,,124,6,0.9516129032258065,1.0,0.9814814814814815,0.9954045954045955,-0.029868578255675016,0.0,1.0,0.06290929986705598
logreg,linear,wine,1,0.1,ok,,124,12,0.9112903225806451,0.9919354838709677,0.9629629629629629,0.9954045954045955,-0.05167264038231778,0.08333333333333333,0.9166666666666666,0.1926519685461271
logreg,linear,wine,1,0.2,ok,,124,25,0.7661290322580645,0.967741935483871,0.9814814814814815,0.9990379990379991,-0.215352449223417,0.0,1.0,0.1657686999358675
logreg,linear,wine,1,0.3,ok,,124,37,0.6693548387096774,0.9032258064516129,0.8703703703703703,0.954194673639118,-0.20101553166069297,0.05405405405405406,0.8378378378378378,0.22944981874396825
logreg,linear,wine,1,0.4,ok,,124,50,0.6048387096774194,0.8225806451612904,0.7962962962962963,0.9222746389413056,-0.1914575866188769,0.16,0.7,0.2789436019546529
hist_gbdt,gbdt,wine,1,0.0,ok,,124,0,1.0,1.0,0.9629629629629629,0.998949198949199,0.03703703703703709,,,
hist_gbdt,gbdt,wine,1,0.05,ok,,124,6,1.0,0.9516129032258065,0.9629629629629629,0.9953157953157953,0.03703703703703709,1.0,0.0,0.9945853530683127
hist_gbdt,gbdt,wine,1,0.1,ok,,124,12,1.0,0.9032258064516129,0.9629629629629629,1.0,0.03703703703703709,1.0,0.0,0.9905922970672273
hist_gbdt,gbdt,wine,1,0.2,ok,,124,25,1.0,0.7983870967741935,0.8333333333333334,0.9622581122581123,0.16666666666666663,1.0,0.0,0.9253551351606005
hist_gbdt,gbdt,wine,1,0.3,ok,,124,37,1.0,0.7016129032258065,0.7777777777777778,0.8897538675316454,0.2222222222222222,1.0,0.0,0.9180511944655653
hist_gbdt,gbdt,wine,1,0.4,ok,,124,50,1.0,0.5967741935483871,0.5740740740740741,0.7519053991276213,0.42592592592592593,1.0,0.0,0.9171521711763908
xgboost,gbdt,wine,1,0.0,ok,,124,0,1.0,1.0,0.9629629629629629,0.9958855958855959,0.03703703703703709,,,
xgboost,gbdt,wine,1,0.05,ok,,124,6,1.0,0.9516129032258065,0.9814814814814815,0.997898397898398,0.01851851851851849,1.0,0.0,0.8975728849569956
xgboost,gbdt,wine,1,0.1,ok,,124,12,1.0,0.9032258064516129,0.9444444444444444,0.9975281919726364,0.05555555555555558,1.0,0.0,0.9368176261583964
xgboost,gbdt,wine,1,0.2,ok,,124,25,1.0,0.7983870967741935,0.8703703703703703,0.9804181415292526,0.12962962962962965,1.0,0.0,0.9583894371986389
xgboost,gbdt,wine,1,0.3,ok,,124,37,1.0,0.7016129032258065,0.7962962962962963,0.9243601049156606,0.20370370370370372,1.0,0.0,0.9664597172994871
xgboost,gbdt,wine,1,0.4,ok,,124,50,1.0,0.5967741935483871,0.7037037037037037,0.8559621448510337,0.2962962962962963,1.0,0.0,0.9748031413555145
catboost,gbdt,wine,1,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,1.0,0.01851851851851849,,,
catboost,gbdt,wine,1,0.05,ok,,124,6,1.0,0.9516129032258065,0.9629629629629629,1.0,0.03703703703703709,1.0,0.0,0.9193127247304274
catboost,gbdt,wine,1,0.1,ok,,124,12,1.0,0.9032258064516129,0.9629629629629629,0.9984681984681986,0.03703703703703709,1.0,0.0,0.921567337820887
catboost,gbdt,wine,1,0.2,ok,,124,25,1.0,0.7983870967741935,0.9259259259259259,0.9821767738434405,0.07407407407407407,1.0,0.0,0.9223539234510777
catboost,gbdt,wine,1,0.3,ok,,124,37,1.0,0.7016129032258065,0.8888888888888888,0.9825119325119326,0.11111111111111116,1.0,0.0,0.9313844617388333
catboost,gbdt,wine,1,0.4,ok,,124,50,1.0,0.5967741935483871,0.6481481481481481,0.8222858417302862,0.35185185185185186,1.0,0.0,0.9483251067868325
tabicl,icl,wine,1,0.0,ok,,124,0,1.0,1.0,1.0,1.0,0.0,,,
tabicl,icl,wine,1,0.05,ok,,124,6,0.9516129032258065,1.0,1.0,1.0,-0.048387096774193505,0.0,1.0,0.1918787769973278
tabicl,icl,wine,1,0.1,ok,,124,12,0.9112903225806451,0.9919354838709677,1.0,1.0,-0.08870967741935487,0.08333333333333333,0.9166666666666666,0.22481957512597242
tabicl,icl,wine,1,0.2,ok,,124,25,0.7983870967741935,1.0,1.0,1.0,-0.2016129032258065,0.0,1.0,0.20788667023181914
tabicl,icl,wine,1,0.3,ok,,124,37,0.8064516129032258,0.8951612903225806,0.9814814814814815,1.0,-0.17502986857825575,0.35135135135135137,0.6486486486486487,0.40776199625956044
tabicl,icl,wine,1,0.4,ok,,124,50,1.0,0.5967741935483871,0.7592592592592593,0.9473818362707251,0.2407407407407407,1.0,0.0,0.9184197676181793
tabpfn,icl,wine,1,0.0,ok,,124,0,1.0,1.0,1.0,1.0,0.0,,,
tabpfn,icl,wine,1,0.05,ok,,124,6,1.0,0.9516129032258065,1.0,1.0,0.0,1.0,0.0,0.6575026412804922
tabpfn,icl,wine,1,0.1,ok,,124,12,0.9596774193548387,0.9435483870967742,1.0,1.0,-0.040322580645161255,0.5833333333333334,0.4166666666666667,0.5763804440697035
tabpfn,icl,wine,1,0.2,ok,,124,25,0.7983870967741935,1.0,1.0,1.0,-0.2016129032258065,0.0,1.0,0.22987021267414093
tabpfn,icl,wine,1,0.3,ok,,124,37,1.0,0.7016129032258065,0.9814814814814815,1.0,0.01851851851851849,1.0,0.0,0.8388443685866691
tabpfn,icl,wine,1,0.4,ok,,124,50,1.0,0.5967741935483871,0.7962962962962963,0.9700685117351785,0.20370370370370372,1.0,0.0,0.988142077922821
logreg,linear,iris,1,0.0,ok,,105,0,0.9809523809523809,0.9809523809523809,0.9333333333333333,0.997037037037037,0.04761904761904756,,,
logreg,linear,iris,1,0.05,ok,,105,5,0.9428571428571428,0.9904761904761905,0.9333333333333333,0.9985185185185186,0.00952380952380949,0.0,1.0,0.17618160014744894
logreg,linear,iris,1,0.1,ok,,105,10,0.8666666666666667,0.9619047619047619,0.9555555555555556,1.0,-0.0888888888888889,0.0,1.0,0.1049794699189693
logreg,linear,iris,1,0.2,ok,,105,21,0.6571428571428571,0.7904761904761904,0.7555555555555555,0.9437037037037038,-0.0984126984126984,0.09523809523809523,0.7619047619047619,0.21288592904499842
logreg,linear,iris,1,0.3,ok,,105,32,0.6285714285714286,0.819047619047619,0.7333333333333333,0.9466666666666667,-0.10476190476190472,0.09375,0.71875,0.22712158715954245
