tau_utility,tau_ece,tau_nll,lambda0_fail_max,lambda0_fail_mean,n_common,aure_catboost,aure_hist_gbdt,aure_logreg,aure_tabicl,aure_tabpfn_client,aure_xgboost,margin,margin_common
0.0,0.05,0.3,0.8863636363636364,0.6969696969696969,0,0.0011363636363636365,0.014204545454545454,0.005681818181818182,0.02897727272727273,0.021022727272727273,0.022727272727272728,-0.0017045454545454551,
0.0,0.05,0.5,0.8863636363636364,0.6477272727272728,0,0.0011363636363636365,0.014204545454545454,0.005681818181818182,0.029545454545454545,0.02159090909090909,0.022727272727272728,-0.0011363636363636367,
0.0,0.05,0.75,0.8863636363636364,0.6325757575757577,0,0.0011363636363636365,0.014772727272727272,0.005681818181818182,0.029545454545454545,0.02159090909090909,0.022727272727272728,-0.0011363636363636367,
0.0,0.05,1.0,0.8636363636363636,0.625,0,0.0011363636363636365,0.014772727272727272,0.007386363636363636,0.029545454545454545,0.02159090909090909,0.022727272727272728,-0.0011363636363636367,
0.0,0.05,1.25,0.8636363636363636,0.625,0,0.0011363636363636365,0.014772727272727272,0.007386363636363636,0.029545454545454545,0.02159090909090909,0.022727272727272728,-0.0011363636363636367,
0.0,0.05,1.5,0.8636363636363636,0.625,0,0.0011363636363636365,0.014772727272727272,0.007386363636363636,0.029545454545454545,0.02159090909090909,0.022727272727272728,-0.0011363636363636367,
0.0,0.075,0.3,0.8636363636363636,0.6818181818181818,0,0.004545454545454546,0.014204545454545454,0.007386363636363636,0.03238636363636364,0.026136363636363638,0.022727272727272728,0.0034090909090909102,
0.0,0.075,0.5,0.8409090909090909,0.6287878787878789,0,0.004545454545454546,0.014204545454545454,0.007954545454545455,0.033522727272727273,0.02727272727272727,0.022727272727272728,0.0045454545454545435,
0.0,0.075,0.75,0.8181818181818182,0.5833333333333334,0,0.007386363636363636,0.014772727272727272,0.007954545454545455,0.03636363636363637,0.028409090909090908,0.022727272727272728,0.00568181818181818,
0.0,0.075,1.0,0.8181818181818182,0.5606060606060607,0,0.007386363636363636,0.014772727272727272,0.017045454545454544,0.04488636363636364,0.03579545454545455,0.022727272727272728,0.013068181818181819,
0.0,0.075,1.25,0.8181818181818182,0.5606060606060607,0,0.007386363636363636,0.014772727272727272,0.017045454545454544,0.04488636363636364,0.03579545454545455,0.022727272727272728,0.013068181818181819,
0.0,0.075,1.5,0.8181818181818182,0.5606060606060607,0,0.007386363636363636,0.014772727272727272,0.017045454545454544,0.04488636363636364,0.03579545454545455,0.022727272727272728,0.013068181818181819,
0.0,0.1,0.3,0.8636363636363636,0.6742424242424242,0,0.005113636363636364,0.014204545454545454,0.007954545454545455,0.035227272727272725,0.028409090909090908,0.022727272727272728,0.00568181818181818,
0.0,0.1,0.5,0.8409090909090909,0.6174242424242425,0,0.005113636363636364,0.014204545454545454,0.009090909090909092,0.036931818181818184,0.029545454545454545,0.022727272727272728,0.006818181818181817,
0.0,0.1,0.75,0.8181818181818182,0.571969696969697,0,0.008522727272727272,0.014772727272727272,0.009090909090909092,0.04090909090909091,0.030681818181818185,0.022727272727272728,0.007954545454545457,
0.0,0.1,1.0,0.8181818181818182,0.537878787878788,0,0.008522727272727272,0.014772727272727272,0.021022727272727273,0.05056818181818182,0.03920454545454546,0.022727272727272728,0.01647727272727273,
0.0,0.1,1.25,0.8181818181818182,0.537878787878788,0,0.008522727272727272,0.014772727272727272,0.021022727272727273,0.05056818181818182,0.03920454545454546,0.022727272727272728,0.01647727272727273,
0.0,0.1,1.5,0.8181818181818182,0.537878787878788,0,0.008522727272727272,0.014772727272727272,0.021022727272727273,0.05056818181818182,0.03920454545454546,0.022727272727272728,0.01647727272727273,
0.0,0.125,0.3,0.8636363636363636,0.6704545454545454,0,0.005681818181818182,0.014204545454545454,0.007954545454545455,0.03579545454545455,0.028409090909090908,0.022727272727272728,0.00568181818181818,
0.0,0.125,0.5,0.8409090909090909,0.6136363636363636,0,0.00625,0.014204545454545454,0.009090909090909092,0.03920454545454546,0.030113636363636363,0.022727272727272728,0.007386363636363635,
0.0,0.125,0.75,0.8181818181818182,0.5606060606060607,0,0.009659090909090909,0.014772727272727272,0.010795454545454546,0.04318181818181818,0.03125,0.022727272727272728,0.008522727272727272,
0.0,0.125,1.0,0.8181818181818182,0.5265151515151515,0,0.009659090909090909,0.014772727272727272,0.025,0.05454545454545454,0.04147727272727273,0.022727272727272728,0.018750000000000003,
0.0,0.125,1.25,0.8181818181818182,0.5265151515151515,0,0.009659090909090909,0.014772727272727272,0.025,0.05454545454545454,0.04147727272727273,0.022727272727272728,0.018750000000000003,
0.0,0.125,1.5,0.8181818181818182,0.5265151515151515,0,0.009659090909090909,0.014772727272727272,0.025,0.05454545454545454,0.04147727272727273,0.022727272727272728,0.018750000000000003,
