model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
catboost_tuned,0.10833333333333335,24,0.18333333333333332,0.03333333333333333
hist_gbdt,0.09583333333333334,24,0.14583333333333334,0.04583333333333334
logreg,0.05833333333333334,24,0.09166666666666667,0.024999999999999998
tabicl,0.11875000000000001,24,0.1625,0.075
tabpfn_client,0.11666666666666668,24,0.15833333333333333,0.07500000000000001
xgboost_tuned,0.11041666666666668,24,0.19166666666666665,0.029166666666666664
