model,aure_grid,aure_self,n_cells,aure_common,lambda0_fail_rate,n_common
tabicl,0.11666666666666668,0.10000000000000002,24,0.1,0.0,10
tabpfn_client,0.1125,0.10416666666666667,24,0.1,0.0,10
catboost_cal,0.11041666666666668,0.11666666666666668,24,0.11000000000000001,0.0,10
hist_gbdt_cal,0.08958333333333333,0.10208333333333335,24,0.08,0.1667,10
xgboost_cal,0.07916666666666668,0.10416666666666667,24,0.04,0.0,10
logreg_cal,0.02916666666666667,0.13125,24,0.07,0.5833,10
