model,cell,in_common,rho_grid,rho_self
xgboost_cal,"('credit-approval', 'label_noise')",True,0.0,0.0
xgboost_cal,"('credit-g', 'covariate_shift')",True,0.0,0.4
xgboost_cal,"('credit-g', 'label_noise')",True,0.0,0.05
xgboost_cal,"('eucalyptus', 'covariate_shift')",False,0.0,0.0
xgboost_cal,"('eucalyptus', 'label_noise')",False,0.0,0.0
xgboost_cal,"('kr-vs-kp', 'covariate_shift')",False,0.4,0.4
xgboost_cal,"('kr-vs-kp', 'label_noise')",False,0.0,0.0
xgboost_cal,"('optdigits', 'covariate_shift')",False,0.1,0.1
xgboost_cal,"('optdigits', 'label_noise')",False,0.05,0.05
xgboost_cal,"('pc1', 'covariate_shift')",True,0.0,0.05
xgboost_cal,"('pc1', 'label_noise')",True,0.0,0.0
xgboost_cal,"('splice', 'covariate_shift')",False,0.4,0.4
xgboost_cal,"('splice', 'label_noise')",False,0.05,0.05
xgboost_cal,"('steel-plates-fault', 'covariate_shift')",True,0.4,0.4
xgboost_cal,"('steel-plates-fault', 'label_noise')",True,0.0,0.0
xgboost_cal,"('vehicle', 'covariate_shift')",False,0.05,0.05
xgboost_cal,"('vehicle', 'label_noise')",False,0.0,0.05
xgboost_cal,"('wdbc', 'covariate_shift')",True,0.0,0.0
xgboost_cal,"('wdbc', 'label_noise')",True,0.0,0.0
