model,aure_mean,aure_sd,seed_ci95_lo,seed_ci95_hi,n_seeds,dataset_ci95_lo,dataset_ci95_hi,n_datasets
tabicl,0.09772727272727273,0.0030065355807552124,0.09431818181818181,0.10000000000000002,3,0.07708333333333334,0.11950757575757577,44
tabpfn_client,0.08715694682675813,0.008520454781879072,0.0811320754716981,0.09318181818181817,2,0.07357954545454547,0.11392045454545455,44
catboost,0.07443181818181817,0.0034561150740330835,0.07045454545454545,0.07670454545454546,3,0.055303030303030305,0.0950757575757576,44
xgboost,0.06950757575757577,0.0017358241268772081,0.06761363636363638,0.07102272727272728,3,0.04621212121212121,0.09545454545454546,44
hist_gbdt,0.06401515151515151,0.0018264490077638078,0.06193181818181819,0.06534090909090909,3,0.04147727272727273,0.08864109848484841,44
logreg,0.051515151515151514,0.0021511016461364667,0.05000000000000001,0.05397727272727273,3,0.034848484848484844,0.06988636363636364,44
