aure,robust_fraction,abs_utility_area,abs_ece_radius,abs_auc_radius,self_ref_radius,auc_retention,utility_drop,admitted,rho_grid,model,dataset_id
0.1,0.5,0.006955602323173354,0.4,0.4,0.1,0.9873661696258214,0.05901551754440835,True,0.1,hist_gbdt,segment
0.0,0.16666666666666666,0.004554777533203343,0.0,0.0,0.0,0.8277914471648928,0.7551974164360773,True,0.0,hist_gbdt,spambase
0.05,0.3333333333333333,0.006547214195375221,0.1,0.2,0.05,0.9263773586160937,0.1421376729796319,True,0.05,hist_gbdt,spambase
0.4,1.0,0.007040051638540046,0.4,0.4,0.4,1.0,-0.0,True,0.4,hist_gbdt,splice
0.1,0.5,0.0024703063318759675,0.2,0.3,0.2,0.9661219180825602,0.06713637289638544,True,0.1,hist_gbdt,splice
0.4,1.0,0.030585637551857586,0.4,0.4,0.4,1.0,5.53355628751806e-07,True,0.4,hist_gbdt,steel-plates-fault
0.05,0.3333333333333333,0.0067121054746091995,0.1,0.2,0.05,0.8940360177750059,0.20756268906075093,True,0.05,hist_gbdt,steel-plates-fault
0.05,0.3333333333333333,0.009157673838264676,0.1,0.1,0.05,0.8573202826454756,0.5346976590065069,True,0.05,hist_gbdt,texture
0.2,0.6666666666666666,0.01588908247540054,0.3,0.4,0.2,0.9980293854638893,0.0356629131225346,True,0.2,hist_gbdt,texture
0.4,1.0,0.019133093149318547,0.4,0.4,0.4,1.0,-0.0,True,0.4,hist_gbdt,tic-tac-toe
0.0,0.16666666666666666,0.003188848858219758,0.2,0.1,0.0,0.8967419080068142,0.20044197794701604,True,0.0,hist_gbdt,tic-tac-toe
0.0,0.0,0.0,0.0,0.0,0.05,0.8219439341995907,0.4272700593181883,False,0.0,hist_gbdt,vehicle
0.0,0.0,0.0,0.0,0.0,0.2,0.9498098659607555,0.025403948408477862,False,0.0,hist_gbdt,vehicle
0.0,0.16666666666666666,0.004977298218901249,0.05,0.1,0.0,0.8431013996072594,0.48614678406583633,True,0.0,hist_gbdt,vowel
0.1,0.5,0.009990388318716107,0.2,0.3,0.1,0.9749571612612724,0.1017096607799864,True,0.1,hist_gbdt,vowel
0.0,0.16666666666666666,0.004932240913753799,0.0,0.0,0.0,0.5436053609579921,2.9753751202590233,True,0.0,hist_gbdt,wall-robot-navigation
0.1,0.5,0.00941696599387648,0.2,0.4,0.1,0.9889005973213318,0.08539029263931497,True,0.1,hist_gbdt,wall-robot-navigation
0.0,0.16666666666666666,0.006190572866611029,0.05,0.2,0.0,0.9597181444509688,1.0304550725362032,True,0.0,hist_gbdt,wdbc
0.1,0.5,0.010758355835406547,0.3,0.2,0.1,0.9017615971814446,0.16411710715915467,True,0.1,hist_gbdt,wdbc
0.0,0.0,0.0,0.1,0.0,0.05,0.9636380528850458,0.15511329615360808,False,0.0,logreg,GesturePhaseSegmentation
0.0,0.0,0.0,0.2,0.0,0.2,0.9810010102668787,0.026431151627038407,False,0.0,logreg,GesturePhaseSegmentation
0.3,0.8333333333333334,0.021401647339422857,0.4,0.4,0.3,0.9996870137048436,0.022271609414014626,True,0.3,logreg,MiceProtein
0.05,0.3333333333333333,0.006956459112479718,0.1,0.3,0.05,0.9784892280659356,0.11351611673546591,True,0.05,logreg,MiceProtein
0.0,0.0,0.0,0.4,0.4,0.4,1.0,-0.0,False,0.0,logreg,PhishingWebsites
0.0,0.0,0.0,0.1,0.4,0.0,0.9930811042705352,0.13288725063237422,False,0.0,logreg,PhishingWebsites
0.2,0.6666666666666666,0.015327535162657455,0.3,0.4,0.2,0.9995752775269114,0.08263561151067653,True,0.2,logreg,analcatdata_authorship
0.0,0.16666666666666666,0.005225124865019637,0.1,0.3,0.0,0.965874626438884,0.13586602682656582,True,0.0,logreg,analcatdata_authorship
0.1,0.5,0.009535984356635663,0.2,0.4,0.1,1.000283142886035,0.35311903092223373,True,0.1,logreg,breast-w
0.0,0.16666666666666666,0.004341271867655557,0.05,0.3,0.05,0.9861259985842856,0.13640071688379116,True,0.0,logreg,breast-w
0.0,0.0,0.0,0.4,0.4,0.4,1.0,-0.0,False,0.0,logreg,car
0.0,0.0,0.0,0.0,0.05,0.0,0.9390242639332593,0.13663681905765585,False,0.0,logreg,car
0.0,0.0,0.0,0.4,0.0,0.2,1.0,0.05447656092360416,False,0.0,logreg,churn
0.0,0.0,0.0,0.05,0.0,0.1,0.9456403096282443,0.08701819440964388,False,0.0,logreg,churn
0.3,0.8333333333333334,0.056085030116061384,0.4,0.4,0.1,1.0,0.05111508102476664,True,0.3,logreg,climate-model-simulation-crashes
0.05,0.3333333333333333,0.022792940204895362,0.1,0.05,0.0,0.8797830374753453,0.17876176454966775,True,0.05,logreg,climate-model-simulation-crashes
0.0,0.0,0.08086521927734751,0.4,0.0,0.4,0.9984363704728698,0.0047365120679731,False,0.0,logreg,cmc
0.0,0.0,0.06875010953012804,0.2,0.0,0.3,0.98780927716207,0.019274643764636484,False,0.0,logreg,cmc
