model,dataset_id,shift_axis,base_seed,rho,n_lambda,n_failed,max_lambda
lightgbm,wdbc,covariate_shift,2025,0.0,6,6,0.4
lightgbm,wdbc,label_noise,42,0.05,6,4,0.4
lightgbm,wdbc,label_noise,1337,0.0,6,5,0.4
lightgbm,wdbc,label_noise,2025,0.0,6,4,0.4
lightgbm_tuned,GesturePhaseSegmentation,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,GesturePhaseSegmentation,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,GesturePhaseSegmentation,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,GesturePhaseSegmentation,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,GesturePhaseSegmentation,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,GesturePhaseSegmentation,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,MiceProtein,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,MiceProtein,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,MiceProtein,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,MiceProtein,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,MiceProtein,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,MiceProtein,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,PhishingWebsites,covariate_shift,42,0.4,6,0,0.4
lightgbm_tuned,PhishingWebsites,covariate_shift,1337,0.4,6,0,0.4
lightgbm_tuned,PhishingWebsites,covariate_shift,2025,0.4,6,0,0.4
lightgbm_tuned,PhishingWebsites,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,PhishingWebsites,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,PhishingWebsites,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,analcatdata_authorship,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,analcatdata_authorship,covariate_shift,1337,0.1,6,3,0.4
lightgbm_tuned,analcatdata_authorship,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,analcatdata_authorship,label_noise,42,0.1,6,3,0.4
lightgbm_tuned,analcatdata_authorship,label_noise,1337,0.1,6,3,0.4
lightgbm_tuned,analcatdata_authorship,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,breast-w,covariate_shift,42,0.1,6,3,0.4
lightgbm_tuned,breast-w,covariate_shift,1337,0.1,6,3,0.4
lightgbm_tuned,breast-w,covariate_shift,2025,0.1,6,3,0.4
lightgbm_tuned,breast-w,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,breast-w,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,breast-w,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,car,covariate_shift,42,0.4,6,0,0.4
lightgbm_tuned,car,covariate_shift,1337,0.4,6,0,0.4
lightgbm_tuned,car,covariate_shift,2025,0.4,6,0,0.4
lightgbm_tuned,car,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,car,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,car,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,churn,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,churn,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,churn,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,churn,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,churn,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,churn,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,climate-model-simulation-crashes,covariate_shift,42,0.2,6,2,0.4
lightgbm_tuned,climate-model-simulation-crashes,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,climate-model-simulation-crashes,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,climate-model-simulation-crashes,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,climate-model-simulation-crashes,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,climate-model-simulation-crashes,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,cmc,covariate_shift,42,0.0,6,6,0.4
lightgbm_tuned,cmc,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,cmc,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,cmc,label_noise,42,0.0,6,6,0.4
lightgbm_tuned,cmc,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,cmc,label_noise,2025,0.0,6,6,0.4
lightgbm_tuned,cnae-9,covariate_shift,42,0.0,6,6,0.4
lightgbm_tuned,cnae-9,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,cnae-9,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,cnae-9,label_noise,42,0.0,6,6,0.4
lightgbm_tuned,cnae-9,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,cnae-9,label_noise,2025,0.0,6,6,0.4
lightgbm_tuned,credit-approval,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,credit-approval,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,credit-approval,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,credit-approval,label_noise,42,0.1,6,3,0.4
lightgbm_tuned,credit-approval,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,credit-approval,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,credit-g,covariate_shift,42,0.2,6,2,0.4
lightgbm_tuned,credit-g,covariate_shift,1337,0.0,6,4,0.4
lightgbm_tuned,credit-g,covariate_shift,2025,0.0,6,4,0.4
lightgbm_tuned,credit-g,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,credit-g,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,credit-g,label_noise,2025,0.0,6,4,0.4
lightgbm_tuned,diabetes,covariate_shift,42,0.0,6,6,0.4
lightgbm_tuned,diabetes,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,diabetes,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,diabetes,label_noise,42,0.0,6,4,0.4
lightgbm_tuned,diabetes,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,diabetes,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,dna,covariate_shift,42,0.4,6,0,0.4
lightgbm_tuned,dna,covariate_shift,1337,0.4,6,0,0.4
lightgbm_tuned,dna,covariate_shift,2025,0.4,6,0,0.4
lightgbm_tuned,dna,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,dna,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,dna,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,dresses-sales,covariate_shift,42,0.0,6,6,0.4
lightgbm_tuned,dresses-sales,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,dresses-sales,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,dresses-sales,label_noise,42,0.0,6,6,0.4
lightgbm_tuned,dresses-sales,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,dresses-sales,label_noise,2025,0.0,6,6,0.4
lightgbm_tuned,eucalyptus,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,eucalyptus,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,eucalyptus,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,eucalyptus,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,eucalyptus,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,eucalyptus,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,first-order-theorem-proving,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,first-order-theorem-proving,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,first-order-theorem-proving,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,first-order-theorem-proving,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,first-order-theorem-proving,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,first-order-theorem-proving,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,ilpd,covariate_shift,42,0.0,6,6,0.4
lightgbm_tuned,ilpd,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,ilpd,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,ilpd,label_noise,42,0.0,6,6,0.4
lightgbm_tuned,ilpd,label_noise,1337,0.0,6,6,0.4
lightgbm_tuned,ilpd,label_noise,2025,0.0,6,6,0.4
lightgbm_tuned,kc1,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,kc1,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,kc1,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,kc1,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,kc1,label_noise,1337,0.1,6,3,0.4
lightgbm_tuned,kc1,label_noise,2025,0.1,6,3,0.4
lightgbm_tuned,kr-vs-kp,covariate_shift,42,0.4,6,0,0.4
lightgbm_tuned,kr-vs-kp,covariate_shift,1337,0.4,6,0,0.4
lightgbm_tuned,kr-vs-kp,covariate_shift,2025,0.4,6,0,0.4
lightgbm_tuned,kr-vs-kp,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,kr-vs-kp,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,kr-vs-kp,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,mfeat-factors,covariate_shift,42,0.1,6,3,0.4
lightgbm_tuned,mfeat-factors,covariate_shift,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-factors,covariate_shift,2025,0.1,6,3,0.4
lightgbm_tuned,mfeat-factors,label_noise,42,0.1,6,3,0.4
lightgbm_tuned,mfeat-factors,label_noise,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-factors,label_noise,2025,0.1,6,3,0.4
lightgbm_tuned,mfeat-fourier,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,mfeat-fourier,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,mfeat-fourier,covariate_shift,2025,0.1,6,3,0.4
lightgbm_tuned,mfeat-fourier,label_noise,42,0.1,6,3,0.4
lightgbm_tuned,mfeat-fourier,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,mfeat-fourier,label_noise,2025,0.1,6,3,0.4
lightgbm_tuned,mfeat-karhunen,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,mfeat-karhunen,covariate_shift,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-karhunen,covariate_shift,2025,0.1,6,3,0.4
lightgbm_tuned,mfeat-karhunen,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,mfeat-karhunen,label_noise,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-karhunen,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,mfeat-morphological,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,mfeat-morphological,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,mfeat-morphological,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,mfeat-morphological,label_noise,42,0.0,6,4,0.4
lightgbm_tuned,mfeat-morphological,label_noise,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-morphological,label_noise,2025,0.0,6,4,0.4
lightgbm_tuned,mfeat-zernike,covariate_shift,42,0.0,6,4,0.4
lightgbm_tuned,mfeat-zernike,covariate_shift,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-zernike,covariate_shift,2025,0.0,6,4,0.4
lightgbm_tuned,mfeat-zernike,label_noise,42,0.0,6,4,0.4
lightgbm_tuned,mfeat-zernike,label_noise,1337,0.1,6,3,0.4
lightgbm_tuned,mfeat-zernike,label_noise,2025,0.0,6,4,0.4
lightgbm_tuned,optdigits,covariate_shift,42,0.1,6,3,0.4
lightgbm_tuned,optdigits,covariate_shift,1337,0.1,6,3,0.4
lightgbm_tuned,optdigits,covariate_shift,2025,0.1,6,3,0.4
lightgbm_tuned,optdigits,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,optdigits,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,optdigits,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,ozone-level-8hr,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,ozone-level-8hr,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,ozone-level-8hr,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,ozone-level-8hr,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,ozone-level-8hr,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,ozone-level-8hr,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,pc1,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,pc1,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,pc1,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,pc1,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,pc1,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,pc1,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,pc3,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,pc3,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,pc3,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,pc3,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,pc3,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,pc3,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,pc4,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,pc4,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,pc4,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,pc4,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,pc4,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,pc4,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,pendigits,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,pendigits,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,pendigits,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,pendigits,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,pendigits,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,pendigits,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,phoneme,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,phoneme,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,phoneme,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,phoneme,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,phoneme,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,phoneme,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,qsar-biodeg,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,qsar-biodeg,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,qsar-biodeg,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,qsar-biodeg,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,qsar-biodeg,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,qsar-biodeg,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,satimage,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,satimage,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,satimage,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,satimage,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,satimage,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,satimage,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,segment,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,segment,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,segment,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,segment,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,segment,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,segment,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,spambase,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,spambase,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,spambase,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,spambase,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,spambase,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,spambase,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,splice,covariate_shift,42,0.4,6,0,0.4
lightgbm_tuned,splice,covariate_shift,1337,0.4,6,0,0.4
lightgbm_tuned,splice,covariate_shift,2025,0.4,6,0,0.4
lightgbm_tuned,splice,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,splice,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,splice,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,steel-plates-fault,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,steel-plates-fault,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,steel-plates-fault,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,steel-plates-fault,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,steel-plates-fault,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,steel-plates-fault,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,texture,covariate_shift,42,0.05,6,4,0.4
lightgbm_tuned,texture,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,texture,covariate_shift,2025,0.05,6,4,0.4
lightgbm_tuned,texture,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,texture,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,texture,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,tic-tac-toe,covariate_shift,42,0.4,6,0,0.4
lightgbm_tuned,tic-tac-toe,covariate_shift,1337,0.4,6,0,0.4
lightgbm_tuned,tic-tac-toe,covariate_shift,2025,0.4,6,0,0.4
lightgbm_tuned,tic-tac-toe,label_noise,42,0.0,6,5,0.4
lightgbm_tuned,tic-tac-toe,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,tic-tac-toe,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,vehicle,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,vehicle,covariate_shift,1337,0.0,6,6,0.4
lightgbm_tuned,vehicle,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,vehicle,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,vehicle,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,vehicle,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,vowel,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,vowel,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,vowel,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,vowel,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,vowel,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,vowel,label_noise,2025,0.0,6,5,0.4
lightgbm_tuned,wall-robot-navigation,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,wall-robot-navigation,covariate_shift,1337,0.0,6,5,0.4
lightgbm_tuned,wall-robot-navigation,covariate_shift,2025,0.0,6,5,0.4
lightgbm_tuned,wall-robot-navigation,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,wall-robot-navigation,label_noise,1337,0.05,6,4,0.4
lightgbm_tuned,wall-robot-navigation,label_noise,2025,0.05,6,4,0.4
lightgbm_tuned,wdbc,covariate_shift,42,0.0,6,5,0.4
lightgbm_tuned,wdbc,covariate_shift,1337,0.05,6,4,0.4
lightgbm_tuned,wdbc,covariate_shift,2025,0.0,6,6,0.4
lightgbm_tuned,wdbc,label_noise,42,0.05,6,4,0.4
lightgbm_tuned,wdbc,label_noise,1337,0.0,6,5,0.4
lightgbm_tuned,wdbc,label_noise,2025,0.0,6,4,0.4
logreg,GesturePhaseSegmentation,covariate_shift,42,0.0,6,6,0.4
logreg,GesturePhaseSegmentation,covariate_shift,1337,0.0,6,6,0.4
logreg,GesturePhaseSegmentation,covariate_shift,2025,0.0,6,6,0.4
logreg,GesturePhaseSegmentation,label_noise,42,0.0,6,6,0.4
logreg,GesturePhaseSegmentation,label_noise,1337,0.0,6,6,0.4
logreg,GesturePhaseSegmentation,label_noise,2025,0.0,6,6,0.4
logreg,MiceProtein,covariate_shift,42,0.3,6,1,0.4
logreg,MiceProtein,covariate_shift,1337,0.3,6,1,0.4
logreg,MiceProtein,covariate_shift,2025,0.3,6,1,0.4
logreg,MiceProtein,label_noise,42,0.05,6,4,0.4
logreg,MiceProtein,label_noise,1337,0.05,6,4,0.4
logreg,MiceProtein,label_noise,2025,0.0,6,5,0.4
logreg,PhishingWebsites,covariate_shift,42,0.0,6,6,0.4
logreg,PhishingWebsites,covariate_shift,1337,0.0,6,6,0.4
logreg,PhishingWebsites,covariate_shift,2025,0.0,6,6,0.4
logreg,PhishingWebsites,label_noise,42,0.0,6,6,0.4
logreg,PhishingWebsites,label_noise,1337,0.0,6,6,0.4
logreg,PhishingWebsites,label_noise,2025,0.0,6,6,0.4
logreg,analcatdata_authorship,covariate_shift,42,0.2,6,2,0.4
logreg,analcatdata_authorship,covariate_shift,1337,0.2,6,2,0.4
logreg,analcatdata_authorship,covariate_shift,2025,0.1,6,3,0.4
logreg,analcatdata_authorship,label_noise,42,0.0,6,5,0.4
logreg,analcatdata_authorship,label_noise,1337,0.0,6,5,0.4
logreg,analcatdata_authorship,label_noise,2025,0.0,6,5,0.4
logreg,breast-w,covariate_shift,42,0.1,6,3,0.4
logreg,breast-w,covariate_shift,1337,0.1,6,3,0.4
logreg,breast-w,covariate_shift,2025,0.1,6,3,0.4
logreg,breast-w,label_noise,42,0.05,6,4,0.4
logreg,breast-w,label_noise,1337,0.05,6,4,0.4
logreg,breast-w,label_noise,2025,0.0,6,5,0.4
logreg,car,covariate_shift,42,0.0,6,6,0.4
logreg,car,covariate_shift,1337,0.0,6,6,0.4
logreg,car,covariate_shift,2025,0.0,6,6,0.4
logreg,car,label_noise,42,0.0,6,6,0.4
logreg,car,label_noise,1337,0.0,6,6,0.4
logreg,car,label_noise,2025,0.0,6,6,0.4
logreg,churn,covariate_shift,42,0.0,6,6,0.4
logreg,churn,covariate_shift,1337,0.0,6,6,0.4
logreg,churn,covariate_shift,2025,0.0,6,6,0.4
logreg,churn,label_noise,42,0.0,6,6,0.4
logreg,churn,label_noise,1337,0.0,6,6,0.4
logreg,churn,label_noise,2025,0.0,6,6,0.4
logreg,climate-model-simulation-crashes,covariate_shift,42,0.3,6,1,0.4
logreg,climate-model-simulation-crashes,covariate_shift,1337,0.2,6,2,0.4
logreg,climate-model-simulation-crashes,covariate_shift,2025,0.1,6,3,0.4
logreg,climate-model-simulation-crashes,label_noise,42,0.05,6,4,0.4
logreg,climate-model-simulation-crashes,label_noise,1337,0.0,6,5,0.4
logreg,climate-model-simulation-crashes,label_noise,2025,0.0,6,5,0.4
logreg,cmc,covariate_shift,42,0.0,6,6,0.4
logreg,cmc,covariate_shift,1337,0.0,6,6,0.4
logreg,cmc,covariate_shift,2025,0.0,6,6,0.4
logreg,cmc,label_noise,42,0.0,6,6,0.4
logreg,cmc,label_noise,1337,0.0,6,6,0.4
logreg,cmc,label_noise,2025,0.0,6,6,0.4
logreg,cnae-9,covariate_shift,42,0.2,6,2,0.4
logreg,cnae-9,covariate_shift,1337,0.1,6,3,0.4
logreg,cnae-9,covariate_shift,2025,0.1,6,3,0.4
logreg,cnae-9,label_noise,42,0.0,6,5,0.4
logreg,cnae-9,label_noise,1337,0.0,6,5,0.4
logreg,cnae-9,label_noise,2025,0.05,6,4,0.4
logreg,credit-approval,covariate_shift,42,0.2,6,2,0.4
logreg,credit-approval,covariate_shift,1337,0.05,6,4,0.4
logreg,credit-approval,covariate_shift,2025,0.1,6,3,0.4
logreg,credit-approval,label_noise,42,0.1,6,3,0.4
logreg,credit-approval,label_noise,1337,0.0,6,5,0.4
logreg,credit-approval,label_noise,2025,0.05,6,4,0.4
logreg,credit-g,covariate_shift,42,0.1,6,3,0.4
logreg,credit-g,covariate_shift,1337,0.0,6,6,0.4
logreg,credit-g,covariate_shift,2025,0.0,6,6,0.4
logreg,credit-g,label_noise,42,0.1,6,3,0.4
logreg,credit-g,label_noise,1337,0.0,6,6,0.4
logreg,credit-g,label_noise,2025,0.0,6,6,0.4
logreg,diabetes,covariate_shift,42,0.0,6,4,0.4
logreg,diabetes,covariate_shift,1337,0.1,6,3,0.4
logreg,diabetes,covariate_shift,2025,0.05,6,4,0.4
logreg,diabetes,label_noise,42,0.0,6,4,0.4
logreg,diabetes,label_noise,1337,0.1,6,3,0.4
logreg,diabetes,label_noise,2025,0.1,6,3,0.4
logreg,dna,covariate_shift,42,0.0,6,6,0.4
logreg,dna,covariate_shift,1337,0.0,6,6,0.4
logreg,dna,covariate_shift,2025,0.4,6,0,0.4
logreg,dna,label_noise,42,0.0,6,6,0.4
logreg,dna,label_noise,1337,0.0,6,6,0.4
logreg,dna,label_noise,2025,0.0,6,5,0.4
logreg,dresses-sales,covariate_shift,42,0.0,6,6,0.4
logreg,dresses-sales,covariate_shift,1337,0.0,6,6,0.4
logreg,dresses-sales,covariate_shift,2025,0.0,6,6,0.4
logreg,dresses-sales,label_noise,42,0.0,6,6,0.4
logreg,dresses-sales,label_noise,1337,0.0,6,6,0.4
logreg,dresses-sales,label_noise,2025,0.0,6,6,0.4
logreg,eucalyptus,covariate_shift,42,0.0,6,5,0.4
logreg,eucalyptus,covariate_shift,1337,0.0,6,5,0.4
logreg,eucalyptus,covariate_shift,2025,0.0,6,5,0.4
logreg,eucalyptus,label_noise,42,0.0,6,5,0.4
logreg,eucalyptus,label_noise,1337,0.0,6,5,0.4
logreg,eucalyptus,label_noise,2025,0.0,6,5,0.4
logreg,first-order-theorem-proving,covariate_shift,42,0.0,6,6,0.4
logreg,first-order-theorem-proving,covariate_shift,1337,0.0,6,6,0.4
logreg,first-order-theorem-proving,covariate_shift,2025,0.0,6,6,0.4
logreg,first-order-theorem-proving,label_noise,42,0.0,6,6,0.4
logreg,first-order-theorem-proving,label_noise,1337,0.0,6,6,0.4
logreg,first-order-theorem-proving,label_noise,2025,0.0,6,6,0.4
logreg,ilpd,covariate_shift,42,0.0,6,6,0.4
logreg,ilpd,covariate_shift,1337,0.0,6,5,0.4
logreg,ilpd,covariate_shift,2025,0.0,6,5,0.4
logreg,ilpd,label_noise,42,0.0,6,6,0.4
logreg,ilpd,label_noise,1337,0.0,6,5,0.4
logreg,ilpd,label_noise,2025,0.0,6,5,0.4
logreg,kc1,covariate_shift,42,0.4,6,0,0.4
logreg,kc1,covariate_shift,1337,0.4,6,0,0.4
logreg,kc1,covariate_shift,2025,0.4,6,0,0.4
logreg,kc1,label_noise,42,0.1,6,3,0.4
logreg,kc1,label_noise,1337,0.1,6,3,0.4
logreg,kc1,label_noise,2025,0.1,6,3,0.4
logreg,kr-vs-kp,covariate_shift,42,0.0,6,6,0.4
logreg,kr-vs-kp,covariate_shift,1337,0.0,6,6,0.4
logreg,kr-vs-kp,covariate_shift,2025,0.0,6,6,0.4
logreg,kr-vs-kp,label_noise,42,0.0,6,6,0.4
logreg,kr-vs-kp,label_noise,1337,0.0,6,6,0.4
logreg,kr-vs-kp,label_noise,2025,0.0,6,6,0.4
logreg,mfeat-factors,covariate_shift,42,0.3,6,1,0.4
logreg,mfeat-factors,covariate_shift,1337,0.2,6,2,0.4
logreg,mfeat-factors,covariate_shift,2025,0.2,6,2,0.4
logreg,mfeat-factors,label_noise,42,0.05,6,4,0.4
logreg,mfeat-factors,label_noise,1337,0.05,6,4,0.4
logreg,mfeat-factors,label_noise,2025,0.0,6,5,0.4
logreg,mfeat-fourier,covariate_shift,42,0.0,6,5,0.4
logreg,mfeat-fourier,covariate_shift,1337,0.0,6,6,0.4
