model,dataset_id,shift_axis,base_seed,rho,n_lambda,n_failed,max_lambda
gbdt_ensemble,mfeat-factors,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,mfeat-factors,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-factors,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,mfeat-factors,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,mfeat-factors,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,mfeat-factors,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,mfeat-fourier,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,mfeat-fourier,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-fourier,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,mfeat-fourier,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,mfeat-fourier,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-fourier,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,mfeat-karhunen,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,mfeat-karhunen,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-karhunen,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,mfeat-karhunen,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,mfeat-karhunen,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,mfeat-karhunen,label_noise,2025,0.0,6,5,0.4
gbdt_ensemble,mfeat-morphological,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,mfeat-morphological,covariate_shift,1337,0.05,6,4,0.4
gbdt_ensemble,mfeat-morphological,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,mfeat-morphological,label_noise,42,0.0,6,4,0.4
gbdt_ensemble,mfeat-morphological,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-morphological,label_noise,2025,0.2,6,2,0.4
gbdt_ensemble,mfeat-zernike,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,mfeat-zernike,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-zernike,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,mfeat-zernike,label_noise,42,0.1,6,3,0.4
gbdt_ensemble,mfeat-zernike,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,mfeat-zernike,label_noise,2025,0.1,6,3,0.4
gbdt_ensemble,optdigits,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,optdigits,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,optdigits,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,optdigits,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,optdigits,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,optdigits,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,ozone-level-8hr,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,ozone-level-8hr,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,ozone-level-8hr,covariate_shift,2025,0.2,6,2,0.4
gbdt_ensemble,ozone-level-8hr,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,ozone-level-8hr,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,ozone-level-8hr,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,pc1,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,pc1,covariate_shift,1337,0.05,6,4,0.4
gbdt_ensemble,pc1,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,pc1,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,pc1,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,pc1,label_noise,2025,0.0,6,5,0.4
gbdt_ensemble,pc3,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,pc3,covariate_shift,1337,0.05,6,4,0.4
gbdt_ensemble,pc3,covariate_shift,2025,0.05,6,4,0.4
gbdt_ensemble,pc3,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,pc3,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,pc3,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,pc4,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,pc4,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,pc4,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,pc4,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,pc4,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,pc4,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,pendigits,covariate_shift,42,0.1,6,3,0.4
gbdt_ensemble,pendigits,covariate_shift,1337,0.1,6,3,0.4
gbdt_ensemble,pendigits,covariate_shift,2025,0.1,6,3,0.4
gbdt_ensemble,pendigits,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,pendigits,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,pendigits,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,phoneme,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,phoneme,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,phoneme,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,phoneme,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,phoneme,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,phoneme,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,qsar-biodeg,covariate_shift,42,0.05,6,4,0.4
gbdt_ensemble,qsar-biodeg,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,qsar-biodeg,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,qsar-biodeg,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,qsar-biodeg,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,qsar-biodeg,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,satimage,covariate_shift,42,0.05,6,4,0.4
gbdt_ensemble,satimage,covariate_shift,1337,0.05,6,4,0.4
gbdt_ensemble,satimage,covariate_shift,2025,0.05,6,4,0.4
gbdt_ensemble,satimage,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,satimage,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,satimage,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,segment,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,segment,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,segment,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,segment,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,segment,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,segment,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,spambase,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,spambase,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,spambase,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,spambase,label_noise,42,0.0,6,5,0.4
gbdt_ensemble,spambase,label_noise,1337,0.0,6,5,0.4
gbdt_ensemble,spambase,label_noise,2025,0.0,6,5,0.4
gbdt_ensemble,splice,covariate_shift,42,0.4,6,0,0.4
gbdt_ensemble,splice,covariate_shift,1337,0.4,6,0,0.4
gbdt_ensemble,splice,covariate_shift,2025,0.4,6,0,0.4
gbdt_ensemble,splice,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,splice,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,splice,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,steel-plates-fault,covariate_shift,42,0.4,6,0,0.4
gbdt_ensemble,steel-plates-fault,covariate_shift,1337,0.4,6,0,0.4
gbdt_ensemble,steel-plates-fault,covariate_shift,2025,0.4,6,0,0.4
gbdt_ensemble,steel-plates-fault,label_noise,42,0.0,6,5,0.4
gbdt_ensemble,steel-plates-fault,label_noise,1337,0.0,6,5,0.4
gbdt_ensemble,steel-plates-fault,label_noise,2025,0.0,6,5,0.4
gbdt_ensemble,texture,covariate_shift,42,0.05,6,4,0.4
gbdt_ensemble,texture,covariate_shift,1337,0.05,6,4,0.4
gbdt_ensemble,texture,covariate_shift,2025,0.05,6,4,0.4
gbdt_ensemble,texture,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,texture,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,texture,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,tic-tac-toe,covariate_shift,42,0.4,6,0,0.4
gbdt_ensemble,tic-tac-toe,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,tic-tac-toe,covariate_shift,2025,0.4,6,0,0.4
gbdt_ensemble,tic-tac-toe,label_noise,42,0.0,6,5,0.4
gbdt_ensemble,tic-tac-toe,label_noise,1337,0.0,6,6,0.4
gbdt_ensemble,tic-tac-toe,label_noise,2025,0.0,6,5,0.4
gbdt_ensemble,vehicle,covariate_shift,42,0.05,6,4,0.4
gbdt_ensemble,vehicle,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,vehicle,covariate_shift,2025,0.05,6,4,0.4
gbdt_ensemble,vehicle,label_noise,42,0.1,6,3,0.4
gbdt_ensemble,vehicle,label_noise,1337,0.1,6,3,0.4
gbdt_ensemble,vehicle,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,vowel,covariate_shift,42,0.0,6,6,0.4
gbdt_ensemble,vowel,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,vowel,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,vowel,label_noise,42,0.0,6,6,0.4
gbdt_ensemble,vowel,label_noise,1337,0.0,6,5,0.4
gbdt_ensemble,vowel,label_noise,2025,0.0,6,5,0.4
gbdt_ensemble,wall-robot-navigation,covariate_shift,42,0.0,6,5,0.4
gbdt_ensemble,wall-robot-navigation,covariate_shift,1337,0.0,6,5,0.4
gbdt_ensemble,wall-robot-navigation,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,wall-robot-navigation,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,wall-robot-navigation,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,wall-robot-navigation,label_noise,2025,0.05,6,4,0.4
gbdt_ensemble,wdbc,covariate_shift,42,0.05,6,4,0.4
gbdt_ensemble,wdbc,covariate_shift,1337,0.05,6,4,0.4
gbdt_ensemble,wdbc,covariate_shift,2025,0.0,6,5,0.4
gbdt_ensemble,wdbc,label_noise,42,0.05,6,4,0.4
gbdt_ensemble,wdbc,label_noise,1337,0.05,6,4,0.4
gbdt_ensemble,wdbc,label_noise,2025,0.1,6,3,0.4
lightgbm,GesturePhaseSegmentation,covariate_shift,42,0.0,6,5,0.4
lightgbm,GesturePhaseSegmentation,covariate_shift,1337,0.0,6,5,0.4
lightgbm,GesturePhaseSegmentation,covariate_shift,2025,0.0,6,5,0.4
lightgbm,GesturePhaseSegmentation,label_noise,42,0.1,6,3,0.4
lightgbm,GesturePhaseSegmentation,label_noise,1337,0.1,6,3,0.4
lightgbm,GesturePhaseSegmentation,label_noise,2025,0.1,6,3,0.4
lightgbm,MiceProtein,covariate_shift,42,0.05,6,4,0.4
lightgbm,MiceProtein,covariate_shift,1337,0.05,6,4,0.4
lightgbm,MiceProtein,covariate_shift,2025,0.05,6,4,0.4
lightgbm,MiceProtein,label_noise,42,0.1,6,3,0.4
lightgbm,MiceProtein,label_noise,1337,0.1,6,3,0.4
lightgbm,MiceProtein,label_noise,2025,0.1,6,3,0.4
lightgbm,PhishingWebsites,covariate_shift,42,0.4,6,0,0.4
lightgbm,PhishingWebsites,covariate_shift,1337,0.4,6,0,0.4
lightgbm,PhishingWebsites,covariate_shift,2025,0.4,6,0,0.4
lightgbm,PhishingWebsites,label_noise,42,0.0,6,5,0.4
lightgbm,PhishingWebsites,label_noise,1337,0.0,6,5,0.4
lightgbm,PhishingWebsites,label_noise,2025,0.0,6,5,0.4
lightgbm,analcatdata_authorship,covariate_shift,42,0.05,6,4,0.4
lightgbm,analcatdata_authorship,covariate_shift,1337,0.1,6,3,0.4
lightgbm,analcatdata_authorship,covariate_shift,2025,0.05,6,4,0.4
lightgbm,analcatdata_authorship,label_noise,42,0.2,6,2,0.4
lightgbm,analcatdata_authorship,label_noise,1337,0.2,6,2,0.4
lightgbm,analcatdata_authorship,label_noise,2025,0.2,6,2,0.4
lightgbm,breast-w,covariate_shift,42,0.0,6,6,0.4
lightgbm,breast-w,covariate_shift,1337,0.0,6,6,0.4
lightgbm,breast-w,covariate_shift,2025,0.1,6,3,0.4
lightgbm,breast-w,label_noise,42,0.0,6,6,0.4
lightgbm,breast-w,label_noise,1337,0.0,6,6,0.4
lightgbm,breast-w,label_noise,2025,0.0,6,5,0.4
lightgbm,car,covariate_shift,42,0.4,6,0,0.4
lightgbm,car,covariate_shift,1337,0.4,6,0,0.4
lightgbm,car,covariate_shift,2025,0.4,6,0,0.4
lightgbm,car,label_noise,42,0.05,6,4,0.4
lightgbm,car,label_noise,1337,0.05,6,4,0.4
lightgbm,car,label_noise,2025,0.05,6,4,0.4
lightgbm,churn,covariate_shift,42,0.0,6,5,0.4
lightgbm,churn,covariate_shift,1337,0.0,6,5,0.4
lightgbm,churn,covariate_shift,2025,0.0,6,6,0.4
lightgbm,churn,label_noise,42,0.05,6,4,0.4
lightgbm,churn,label_noise,1337,0.05,6,4,0.4
lightgbm,churn,label_noise,2025,0.0,6,5,0.4
lightgbm,climate-model-simulation-crashes,covariate_shift,42,0.0,6,2,0.4
lightgbm,climate-model-simulation-crashes,covariate_shift,1337,0.0,6,6,0.4
lightgbm,climate-model-simulation-crashes,covariate_shift,2025,0.0,6,6,0.4
lightgbm,climate-model-simulation-crashes,label_noise,42,0.0,6,6,0.4
lightgbm,climate-model-simulation-crashes,label_noise,1337,0.0,6,6,0.4
lightgbm,climate-model-simulation-crashes,label_noise,2025,0.0,6,6,0.4
lightgbm,cmc,covariate_shift,42,0.0,6,6,0.4
lightgbm,cmc,covariate_shift,1337,0.0,6,6,0.4
lightgbm,cmc,covariate_shift,2025,0.0,6,6,0.4
lightgbm,cmc,label_noise,42,0.0,6,6,0.4
lightgbm,cmc,label_noise,1337,0.0,6,6,0.4
lightgbm,cmc,label_noise,2025,0.0,6,6,0.4
lightgbm,cnae-9,covariate_shift,42,0.0,6,6,0.4
lightgbm,cnae-9,covariate_shift,1337,0.0,6,6,0.4
lightgbm,cnae-9,covariate_shift,2025,0.0,6,6,0.4
lightgbm,cnae-9,label_noise,42,0.0,6,6,0.4
lightgbm,cnae-9,label_noise,1337,0.0,6,6,0.4
lightgbm,cnae-9,label_noise,2025,0.0,6,6,0.4
lightgbm,credit-approval,covariate_shift,42,0.0,6,6,0.4
lightgbm,credit-approval,covariate_shift,1337,0.0,6,5,0.4
lightgbm,credit-approval,covariate_shift,2025,0.0,6,6,0.4
lightgbm,credit-approval,label_noise,42,0.0,6,6,0.4
lightgbm,credit-approval,label_noise,1337,0.0,6,4,0.4
lightgbm,credit-approval,label_noise,2025,0.0,6,6,0.4
lightgbm,credit-g,covariate_shift,42,0.0,6,6,0.4
lightgbm,credit-g,covariate_shift,1337,0.0,6,6,0.4
lightgbm,credit-g,covariate_shift,2025,0.0,6,6,0.4
lightgbm,credit-g,label_noise,42,0.0,6,6,0.4
lightgbm,credit-g,label_noise,1337,0.0,6,6,0.4
lightgbm,credit-g,label_noise,2025,0.0,6,6,0.4
lightgbm,diabetes,covariate_shift,42,0.0,6,6,0.4
lightgbm,diabetes,covariate_shift,1337,0.0,6,6,0.4
lightgbm,diabetes,covariate_shift,2025,0.0,6,6,0.4
lightgbm,diabetes,label_noise,42,0.0,6,6,0.4
lightgbm,diabetes,label_noise,1337,0.0,6,6,0.4
lightgbm,diabetes,label_noise,2025,0.0,6,6,0.4
lightgbm,dna,covariate_shift,42,0.4,6,0,0.4
lightgbm,dna,covariate_shift,1337,0.4,6,0,0.4
lightgbm,dna,covariate_shift,2025,0.4,6,0,0.4
lightgbm,dna,label_noise,42,0.1,6,3,0.4
lightgbm,dna,label_noise,1337,0.1,6,3,0.4
lightgbm,dna,label_noise,2025,0.1,6,3,0.4
lightgbm,dresses-sales,covariate_shift,42,0.0,6,6,0.4
lightgbm,dresses-sales,covariate_shift,1337,0.0,6,6,0.4
lightgbm,dresses-sales,covariate_shift,2025,0.0,6,6,0.4
lightgbm,dresses-sales,label_noise,42,0.0,6,6,0.4
lightgbm,dresses-sales,label_noise,1337,0.0,6,6,0.4
lightgbm,dresses-sales,label_noise,2025,0.0,6,6,0.4
lightgbm,eucalyptus,covariate_shift,42,0.0,6,6,0.4
lightgbm,eucalyptus,covariate_shift,1337,0.0,6,6,0.4
lightgbm,eucalyptus,covariate_shift,2025,0.0,6,6,0.4
lightgbm,eucalyptus,label_noise,42,0.0,6,6,0.4
lightgbm,eucalyptus,label_noise,1337,0.0,6,6,0.4
lightgbm,eucalyptus,label_noise,2025,0.0,6,6,0.4
lightgbm,first-order-theorem-proving,covariate_shift,42,0.0,6,6,0.4
lightgbm,first-order-theorem-proving,covariate_shift,1337,0.0,6,6,0.4
lightgbm,first-order-theorem-proving,covariate_shift,2025,0.0,6,6,0.4
lightgbm,first-order-theorem-proving,label_noise,42,0.0,6,6,0.4
lightgbm,first-order-theorem-proving,label_noise,1337,0.0,6,6,0.4
lightgbm,first-order-theorem-proving,label_noise,2025,0.0,6,6,0.4
lightgbm,ilpd,covariate_shift,42,0.0,6,6,0.4
lightgbm,ilpd,covariate_shift,1337,0.0,6,6,0.4
lightgbm,ilpd,covariate_shift,2025,0.0,6,6,0.4
lightgbm,ilpd,label_noise,42,0.0,6,6,0.4
lightgbm,ilpd,label_noise,1337,0.0,6,6,0.4
lightgbm,ilpd,label_noise,2025,0.0,6,6,0.4
lightgbm,kc1,covariate_shift,42,0.0,6,6,0.4
lightgbm,kc1,covariate_shift,1337,0.0,6,5,0.4
lightgbm,kc1,covariate_shift,2025,0.0,6,5,0.4
lightgbm,kc1,label_noise,42,0.0,6,6,0.4
lightgbm,kc1,label_noise,1337,0.0,6,5,0.4
lightgbm,kc1,label_noise,2025,0.0,6,5,0.4
lightgbm,kr-vs-kp,covariate_shift,42,0.4,6,0,0.4
lightgbm,kr-vs-kp,covariate_shift,1337,0.4,6,0,0.4
lightgbm,kr-vs-kp,covariate_shift,2025,0.4,6,0,0.4
lightgbm,kr-vs-kp,label_noise,42,0.0,6,5,0.4
lightgbm,kr-vs-kp,label_noise,1337,0.0,6,5,0.4
lightgbm,kr-vs-kp,label_noise,2025,0.0,6,5,0.4
lightgbm,mfeat-factors,covariate_shift,42,0.1,6,3,0.4
lightgbm,mfeat-factors,covariate_shift,1337,0.1,6,3,0.4
lightgbm,mfeat-factors,covariate_shift,2025,0.1,6,3,0.4
lightgbm,mfeat-factors,label_noise,42,0.2,6,2,0.4
lightgbm,mfeat-factors,label_noise,1337,0.3,6,1,0.4
lightgbm,mfeat-factors,label_noise,2025,0.2,6,2,0.4
lightgbm,mfeat-fourier,covariate_shift,42,0.0,6,6,0.4
lightgbm,mfeat-fourier,covariate_shift,1337,0.0,6,6,0.4
lightgbm,mfeat-fourier,covariate_shift,2025,0.0,6,6,0.4
lightgbm,mfeat-fourier,label_noise,42,0.0,6,6,0.4
lightgbm,mfeat-fourier,label_noise,1337,0.0,6,6,0.4
lightgbm,mfeat-fourier,label_noise,2025,0.0,6,6,0.4
lightgbm,mfeat-karhunen,covariate_shift,42,0.05,6,4,0.4
lightgbm,mfeat-karhunen,covariate_shift,1337,0.1,6,3,0.4
lightgbm,mfeat-karhunen,covariate_shift,2025,0.05,6,4,0.4
lightgbm,mfeat-karhunen,label_noise,42,0.2,6,2,0.4
lightgbm,mfeat-karhunen,label_noise,1337,0.2,6,2,0.4
lightgbm,mfeat-karhunen,label_noise,2025,0.2,6,2,0.4
lightgbm,mfeat-morphological,covariate_shift,42,0.0,6,6,0.4
lightgbm,mfeat-morphological,covariate_shift,1337,0.0,6,6,0.4
lightgbm,mfeat-morphological,covariate_shift,2025,0.0,6,6,0.4
lightgbm,mfeat-morphological,label_noise,42,0.0,6,6,0.4
lightgbm,mfeat-morphological,label_noise,1337,0.0,6,6,0.4
lightgbm,mfeat-morphological,label_noise,2025,0.0,6,6,0.4
lightgbm,mfeat-zernike,covariate_shift,42,0.0,6,6,0.4
lightgbm,mfeat-zernike,covariate_shift,1337,0.0,6,6,0.4
lightgbm,mfeat-zernike,covariate_shift,2025,0.0,6,6,0.4
lightgbm,mfeat-zernike,label_noise,42,0.0,6,6,0.4
lightgbm,mfeat-zernike,label_noise,1337,0.0,6,6,0.4
lightgbm,mfeat-zernike,label_noise,2025,0.0,6,6,0.4
lightgbm,optdigits,covariate_shift,42,0.1,6,3,0.4
lightgbm,optdigits,covariate_shift,1337,0.1,6,3,0.4
lightgbm,optdigits,covariate_shift,2025,0.1,6,3,0.4
lightgbm,optdigits,label_noise,42,0.2,6,2,0.4
lightgbm,optdigits,label_noise,1337,0.2,6,2,0.4
lightgbm,optdigits,label_noise,2025,0.2,6,2,0.4
lightgbm,ozone-level-8hr,covariate_shift,42,0.0,6,6,0.4
lightgbm,ozone-level-8hr,covariate_shift,1337,0.0,6,6,0.4
lightgbm,ozone-level-8hr,covariate_shift,2025,0.0,6,6,0.4
lightgbm,ozone-level-8hr,label_noise,42,0.0,6,6,0.4
lightgbm,ozone-level-8hr,label_noise,1337,0.0,6,6,0.4
lightgbm,ozone-level-8hr,label_noise,2025,0.0,6,6,0.4
lightgbm,pc1,covariate_shift,42,0.0,6,6,0.4
lightgbm,pc1,covariate_shift,1337,0.0,6,6,0.4
lightgbm,pc1,covariate_shift,2025,0.0,6,6,0.4
lightgbm,pc1,label_noise,42,0.0,6,6,0.4
lightgbm,pc1,label_noise,1337,0.0,6,6,0.4
lightgbm,pc1,label_noise,2025,0.0,6,6,0.4
lightgbm,pc3,covariate_shift,42,0.0,6,6,0.4
lightgbm,pc3,covariate_shift,1337,0.0,6,6,0.4
lightgbm,pc3,covariate_shift,2025,0.0,6,6,0.4
lightgbm,pc3,label_noise,42,0.0,6,6,0.4
lightgbm,pc3,label_noise,1337,0.0,6,6,0.4
lightgbm,pc3,label_noise,2025,0.0,6,6,0.4
lightgbm,pc4,covariate_shift,42,0.0,6,6,0.4
lightgbm,pc4,covariate_shift,1337,0.0,6,6,0.4
lightgbm,pc4,covariate_shift,2025,0.0,6,6,0.4
lightgbm,pc4,label_noise,42,0.0,6,6,0.4
lightgbm,pc4,label_noise,1337,0.0,6,6,0.4
lightgbm,pc4,label_noise,2025,0.0,6,6,0.4
lightgbm,pendigits,covariate_shift,42,0.05,6,4,0.4
lightgbm,pendigits,covariate_shift,1337,0.05,6,4,0.4
lightgbm,pendigits,covariate_shift,2025,0.05,6,4,0.4
lightgbm,pendigits,label_noise,42,0.1,6,3,0.4
lightgbm,pendigits,label_noise,1337,0.1,6,3,0.4
lightgbm,pendigits,label_noise,2025,0.1,6,3,0.4
lightgbm,phoneme,covariate_shift,42,0.0,6,5,0.4
lightgbm,phoneme,covariate_shift,1337,0.0,6,5,0.4
lightgbm,phoneme,covariate_shift,2025,0.0,6,5,0.4
lightgbm,phoneme,label_noise,42,0.05,6,4,0.4
lightgbm,phoneme,label_noise,1337,0.05,6,4,0.4
lightgbm,phoneme,label_noise,2025,0.05,6,4,0.4
lightgbm,qsar-biodeg,covariate_shift,42,0.0,6,6,0.4
lightgbm,qsar-biodeg,covariate_shift,1337,0.0,6,6,0.4
lightgbm,qsar-biodeg,covariate_shift,2025,0.0,6,6,0.4
lightgbm,qsar-biodeg,label_noise,42,0.0,6,6,0.4
lightgbm,qsar-biodeg,label_noise,1337,0.0,6,6,0.4
lightgbm,qsar-biodeg,label_noise,2025,0.0,6,6,0.4
lightgbm,satimage,covariate_shift,42,0.0,6,5,0.4
lightgbm,satimage,covariate_shift,1337,0.0,6,6,0.4
lightgbm,satimage,covariate_shift,2025,0.0,6,5,0.4
lightgbm,satimage,label_noise,42,0.1,6,3,0.4
lightgbm,satimage,label_noise,1337,0.0,6,4,0.4
lightgbm,satimage,label_noise,2025,0.1,6,3,0.4
lightgbm,segment,covariate_shift,42,0.0,6,5,0.4
lightgbm,segment,covariate_shift,1337,0.0,6,5,0.4
lightgbm,segment,covariate_shift,2025,0.0,6,5,0.4
lightgbm,segment,label_noise,42,0.1,6,3,0.4
lightgbm,segment,label_noise,1337,0.0,6,5,0.4
lightgbm,segment,label_noise,2025,0.1,6,3,0.4
lightgbm,spambase,covariate_shift,42,0.0,6,5,0.4
lightgbm,spambase,covariate_shift,1337,0.0,6,5,0.4
lightgbm,spambase,covariate_shift,2025,0.0,6,5,0.4
lightgbm,spambase,label_noise,42,0.05,6,4,0.4
lightgbm,spambase,label_noise,1337,0.05,6,4,0.4
lightgbm,spambase,label_noise,2025,0.05,6,4,0.4
lightgbm,splice,covariate_shift,42,0.4,6,0,0.4
lightgbm,splice,covariate_shift,1337,0.0,6,6,0.4
lightgbm,splice,covariate_shift,2025,0.4,6,0,0.4
lightgbm,splice,label_noise,42,0.05,6,4,0.4
lightgbm,splice,label_noise,1337,0.0,6,4,0.4
lightgbm,splice,label_noise,2025,0.1,6,3,0.4
lightgbm,steel-plates-fault,covariate_shift,42,0.05,6,4,0.4
lightgbm,steel-plates-fault,covariate_shift,1337,0.05,6,4,0.4
lightgbm,steel-plates-fault,covariate_shift,2025,0.05,6,4,0.4
lightgbm,steel-plates-fault,label_noise,42,0.05,6,4,0.4
lightgbm,steel-plates-fault,label_noise,1337,0.05,6,4,0.4
lightgbm,steel-plates-fault,label_noise,2025,0.05,6,4,0.4
lightgbm,texture,covariate_shift,42,0.05,6,4,0.4
lightgbm,texture,covariate_shift,1337,0.05,6,4,0.4
lightgbm,texture,covariate_shift,2025,0.05,6,4,0.4
lightgbm,texture,label_noise,42,0.2,6,2,0.4
lightgbm,texture,label_noise,1337,0.2,6,2,0.4
lightgbm,texture,label_noise,2025,0.2,6,2,0.4
lightgbm,tic-tac-toe,covariate_shift,42,0.4,6,0,0.4
lightgbm,tic-tac-toe,covariate_shift,1337,0.4,6,0,0.4
lightgbm,tic-tac-toe,covariate_shift,2025,0.4,6,0,0.4
lightgbm,tic-tac-toe,label_noise,42,0.0,6,5,0.4
lightgbm,tic-tac-toe,label_noise,1337,0.0,6,5,0.4
lightgbm,tic-tac-toe,label_noise,2025,0.0,6,5,0.4
lightgbm,vehicle,covariate_shift,42,0.0,6,6,0.4
lightgbm,vehicle,covariate_shift,1337,0.0,6,6,0.4
lightgbm,vehicle,covariate_shift,2025,0.0,6,6,0.4
lightgbm,vehicle,label_noise,42,0.0,6,6,0.4
lightgbm,vehicle,label_noise,1337,0.0,6,6,0.4
lightgbm,vehicle,label_noise,2025,0.0,6,6,0.4
lightgbm,vowel,covariate_shift,42,0.0,6,5,0.4
lightgbm,vowel,covariate_shift,1337,0.0,6,5,0.4
lightgbm,vowel,covariate_shift,2025,0.0,6,5,0.4
lightgbm,vowel,label_noise,42,0.1,6,3,0.4
lightgbm,vowel,label_noise,1337,0.05,6,4,0.4
lightgbm,vowel,label_noise,2025,0.05,6,4,0.4
lightgbm,wall-robot-navigation,covariate_shift,42,0.0,6,5,0.4
lightgbm,wall-robot-navigation,covariate_shift,1337,0.0,6,5,0.4
lightgbm,wall-robot-navigation,covariate_shift,2025,0.0,6,5,0.4
lightgbm,wall-robot-navigation,label_noise,42,0.1,6,3,0.4
lightgbm,wall-robot-navigation,label_noise,1337,0.05,6,4,0.4
lightgbm,wall-robot-navigation,label_noise,2025,0.1,6,3,0.4
lightgbm,wdbc,covariate_shift,42,0.0,6,5,0.4
lightgbm,wdbc,covariate_shift,1337,0.0,6,6,0.4
