model,aure_quantised,aure_continuous,delta
tabicl,0.11666666666666665,0.1393825383379569,0.022715871671290258
tabpfn_client,0.1125,0.13424260658075912,0.02174260658075912
catboost_cal,0.11041666666666668,0.12758627491749855,0.017169608250831872
hist_gbdt_cal,0.08958333333333335,0.10696564134376091,0.01738230801042756
xgboost_cal,0.07916666666666668,0.09733936729759603,0.01817270063092935
logreg_cal,0.02916666666666667,0.04372709382784842,0.014560427161181753
