model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
catboost_cal,0.11041666666666668,24,0.18333333333333332,0.0375
hist_gbdt_cal,0.08958333333333335,24,0.1708333333333333,0.008333333333333333
logreg_cal,0.02916666666666667,24,0.05000000000000001,0.008333333333333333
tabicl,0.11666666666666665,24,0.1625,0.07083333333333333
tabpfn_client,0.1125,24,0.15833333333333333,0.06666666666666667
xgboost_cal,0.07916666666666668,24,0.15,0.008333333333333333
