summary,role,reference,measures,min_ICL,best_GBDT,margin,ICL_leads,A_margin,T_margin,ci95_lo,ci95_hi,sig
aure,admissibility,absolute,combined,0.09375,0.07613636363636364,0.01761363636363636,True,0.045454545454545414,-0.016875,0.0005681818181818285,0.028409090909090925,True
robust_fraction,admissibility,absolute,combined,0.41098484848484845,0.3598484848484848,0.051136363636363646,True,,,0.01893939393939381,0.08143939393939392,True
abs_utility_area,admissibility,absolute,combined,0.020072564112254603,0.010114684161781783,0.00995787995047282,True,,,0.005993760869214443,0.014651111518269155,True
abs_ece_radius,calibration_tolerance,absolute,calibration,0.13579545454545455,0.19545454545454544,-0.059659090909090884,False,,,-0.10454545454545452,-0.02045454545454542,True
self_ref_radius,calibration_tolerance,self_ref,combined,0.08693181818181818,0.1215909090909091,-0.03465909090909092,False,,,-0.055681818181818166,-0.013636363636363641,True
utility_drop,calibration_tolerance,self_ref,combined,0.14554870250657617,0.20534698417718733,-0.05979828167061116,False,,,-0.12008333251924792,-0.015438509118367472,True
abs_auc_radius,discrimination,absolute,discrimination,0.26704545454545453,0.20454545454545456,0.06249999999999997,True,,,0.039772727272727376,0.08579545454545456,True
auc_retention,discrimination,self_ref,discrimination,0.9463083602874446,0.9300910444034138,0.016217315884030747,True,,,0.0017700360390494273,0.03000689034520091,True
