model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
catboost,0.07443181818181821,264,0.10340909090909091,0.045454545454545456
hist_gbdt,0.06401515151515152,264,0.07613636363636364,0.05189393939393939
logreg,0.05151515151515152,264,0.08825757575757576,0.014772727272727272
tabicl,0.09772727272727273,264,0.11666666666666668,0.07878787878787878
tabpfn,0.08882575757575759,264,0.10530303030303031,0.07234848484848484
tabpfn_client,0.08865248226950355,141,0.10142857142857142,0.076056338028169
xgboost,0.06950757575757577,264,0.08750000000000001,0.05151515151515151
