model,aure_mean,aure_sd,seed_ci95_lo,seed_ci95_hi,n_seeds,dataset_ci95_lo,dataset_ci95_hi,n_datasets
tabicl,0.23615384615384616,0.005930786413446349,0.2328846153846154,0.2398076923076923,10,0.2092,0.2597333333333333,5
tabpfn_client,0.22749999999999998,0.003956743426156674,0.225,0.2298076923076923,10,0.20640000000000006,0.25260000000000005,5
catboost,0.18480769230769228,0.016529265978668172,0.1746153846153846,0.19384615384615383,10,0.16433333333333333,0.2082,5
logreg,0.13269230769230772,0.006661733875264908,0.12903846153846157,0.13692307692307693,10,0.044800000000000006,0.23120000000000002,5
hist_gbdt,0.11653846153846155,0.014707313230461523,0.10826923076923078,0.125389423076923,10,0.05286666666666667,0.18760000000000002,5
xgboost,0.11115384615384616,0.02442299279883217,0.09692307692307692,0.1253846153846154,10,0.046000000000000006,0.1822,5
