model,dataset_id,shift_axis,rho,n_lambda,n_failed,max_lambda
xgboost,ilpd,covariate_shift,0.0,9,9,0.8
xgboost,ilpd,label_noise,0.0,9,9,0.8
xgboost,kc1,covariate_shift,0.0,9,9,0.8
xgboost,kc1,label_noise,0.0,9,9,0.8
xgboost,kr-vs-kp,covariate_shift,0.8,9,0,0.8
xgboost,kr-vs-kp,label_noise,0.0,9,8,0.8
xgboost,mfeat-factors,covariate_shift,0.1,9,6,0.8
xgboost,mfeat-factors,label_noise,0.2,9,5,0.8
xgboost,mfeat-fourier,covariate_shift,0.05,9,7,0.8
xgboost,mfeat-fourier,label_noise,0.1,9,6,0.8
xgboost,mfeat-karhunen,covariate_shift,0.1,9,6,0.8
xgboost,mfeat-karhunen,label_noise,0.2,9,5,0.8
xgboost,mfeat-morphological,covariate_shift,0.0,9,9,0.8
xgboost,mfeat-morphological,label_noise,0.0,9,9,0.8
xgboost,mfeat-zernike,covariate_shift,0.0,9,8,0.8
xgboost,mfeat-zernike,label_noise,0.0,9,9,0.8
xgboost,optdigits,covariate_shift,0.1,9,6,0.8
xgboost,optdigits,label_noise,0.2,9,5,0.8
xgboost,ozone-level-8hr,covariate_shift,0.0,9,9,0.8
xgboost,ozone-level-8hr,label_noise,0.0,9,9,0.8
xgboost,pc1,covariate_shift,0.0,9,9,0.8
xgboost,pc1,label_noise,0.0,9,9,0.8
xgboost,pc3,covariate_shift,0.0,9,9,0.8
xgboost,pc3,label_noise,0.0,9,9,0.8
xgboost,pc4,covariate_shift,0.0,9,9,0.8
xgboost,pc4,label_noise,0.0,9,9,0.8
xgboost,pendigits,covariate_shift,0.05,9,7,0.8
xgboost,pendigits,label_noise,0.2,9,5,0.8
xgboost,phoneme,covariate_shift,0.0,9,8,0.8
xgboost,phoneme,label_noise,0.05,9,7,0.8
xgboost,qsar-biodeg,covariate_shift,0.0,9,9,0.8
xgboost,qsar-biodeg,label_noise,0.0,9,9,0.8
xgboost,satimage,covariate_shift,0.0,9,8,0.8
xgboost,satimage,label_noise,0.2,9,5,0.8
xgboost,segment,covariate_shift,0.0,9,8,0.8
xgboost,segment,label_noise,0.1,9,6,0.8
xgboost,spambase,covariate_shift,0.0,9,8,0.8
xgboost,spambase,label_noise,0.05,9,7,0.8
xgboost,splice,covariate_shift,0.8,9,0,0.8
xgboost,splice,label_noise,0.05,9,7,0.8
xgboost,steel-plates-fault,covariate_shift,0.8,9,0,0.8
xgboost,steel-plates-fault,label_noise,0.05,9,7,0.8
xgboost,texture,covariate_shift,0.05,9,7,0.8
xgboost,texture,label_noise,0.2,9,5,0.8
xgboost,tic-tac-toe,covariate_shift,0.8,9,0,0.8
xgboost,tic-tac-toe,label_noise,0.0,9,8,0.8
xgboost,vehicle,covariate_shift,0.0,9,9,0.8
xgboost,vehicle,label_noise,0.0,9,9,0.8
xgboost,vowel,covariate_shift,0.0,9,8,0.8
xgboost,vowel,label_noise,0.05,9,7,0.8
xgboost,wall-robot-navigation,covariate_shift,0.0,9,8,0.8
xgboost,wall-robot-navigation,label_noise,0.1,9,6,0.8
xgboost,wdbc,covariate_shift,0.0,9,8,0.8
xgboost,wdbc,label_noise,0.05,9,7,0.8
