dataset_id,model,family,shift_axis,shift_lambda,seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
steel-plates-fault,tabpfn,icl,covariate_shift,0.1,2470116718,test_only,True,low,True,ok,,0.346483704974271,0.6996959538473533,0.7488051237964525,1.0802974386933883,0.2835876943307567,0.5546993801164245,0.28849899998987283,0.2834732000465484,2.6736167719694897,-1.9857015597235046,-0.08394063088145355,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,covariate_shift,0.2,3112875470,test_only,True,low,True,ok,,0.346483704974271,0.6697201216184611,0.8247727594961122,1.1898955699853468,0.31757315095480615,0.6199739359472688,0.31673334332146047,0.3175731509548061,1.379971085213702,-1.6714551941621192,-0.1341087028739633,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,covariate_shift,0.3,3519992929,test_only,True,low,True,ok,,0.346483704974271,0.6338322808658818,0.8943505898473165,1.290275160788843,0.35006928215892935,0.6727973956270726,0.3500692821589293,0.3500692821589293,0.8864786136301024,-1.4547805523034276,-0.18328255061923948,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,covariate_shift,0.4,960490634,test_only,True,low,True,ok,,0.346483704974271,0.6500740625243626,0.8059342228116724,1.1627173065331007,0.3008635710446257,0.6065058642426847,0.3004107294656319,0.3008635710446257,1.5677389927074006,-1.6556355195730164,-0.1294894285391878,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,covariate_shift,0.5,3138494198,test_only,True,low,True,ok,,0.3704974271012007,0.5626542969257555,0.7307482280235573,1.0542468447079836,0.20323134499651188,0.5372082786734131,0.1980505548292413,0.222746496714959,1.1849235595342196,-0.8699745094626836,-0.10441670442250292,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,covariate_shift,0.6,3701773174,test_only,True,low,True,ok,,0.346483704974271,0.5536498531742937,0.742048388230148,1.0705495297992826,0.22622772051253295,0.5483374661251297,0.22558262555717237,0.22622772051253298,1.3546281643080516,-1.0397365996852774,-0.12066039868514794,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,tabpfn,icl,covariate_shift,0.8,3163099336,test_only,True,low,True,ok,,0.346483704974271,0.5357449130739846,0.7250814876631374,1.0460714664920006,0.20383273172674982,0.5317858450044923,0.20379360988641118,0.20383273172674982,1.4655991540339637,-0.9371199175945,-0.11510471097091485,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.0,2342941747,test_only,True,low,True,ok,,1.0,1.0,0.005845721730310236,0.008433593750735428,0.005793168185345191,0.00020510031922208849,0.005793168185345219,0.005793168185345177,,,0.49631128823771037,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.05,3199079680,test_only,True,low,True,ok,,1.0,1.0,0.008008386457149094,0.011553659427251332,0.007902626423439453,0.00040772019230625234,0.007902626423439451,0.007902626423439488,,,0.4949533768871367,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.1,2470116718,test_only,True,low,True,ok,,1.0,1.0,0.008380545195470254,0.012090570993450764,0.008267196500208778,0.0004369045975406987,0.00826719650020885,0.008267196500208789,,,0.494719389401923,1358,catboost,0.49940088491419654,False,,
