model,aure_mean,aure_sd,seed_ci95_lo,seed_ci95_hi,n_seeds,dataset_ci95_lo,dataset_ci95_hi,n_datasets
tabicl,0.15416666666666667,0.00416666666666668,0.15,0.15833333333333335,3,0.10902777777777779,0.19791666666666666,12
tabpfn_client,0.1451388888888889,0.010276839296492193,0.13333333333333333,0.15208333333333335,3,0.09930555555555558,0.19097222222222224,12
