aure,robust_fraction,abs_utility_area,abs_ece_radius,abs_auc_radius,self_ref_radius,auc_retention,utility_drop,admitted,rho_grid,model,dataset_id
0.4,1.0,0.028147840157902098,0.4,0.4,0.4,0.9995326420330072,0.002222591810517449,True,0.4,catboost,breast_cancer
0.4,1.0,0.022116948146868442,0.4,0.4,0.4,0.9991529136848255,0.009459662223757836,True,0.4,catboost,breast_cancer
0.0,0.16666666666666666,0.004999999999999995,0.1,0.2,0.0,0.9643931648897327,0.6597055511456024,True,0.0,catboost,breast_cancer
0.0,0.16666666666666666,0.004999999999999995,0.05,0.2,0.0,0.9611508689937199,0.15083571809746932,True,0.0,catboost,breast_cancer
0.2,0.6666666666666666,0.012833530730720697,0.4,0.4,0.2,0.998393456988462,0.03267378486183492,True,0.2,catboost,breast_cancer
0.4,1.0,0.02493758485086021,0.4,0.4,0.4,0.9991599839938716,0.0060748981789677135,True,0.4,catboost,digits
0.4,1.0,0.025580268535014588,0.4,0.4,0.4,0.9996851124003348,0.005303677757982461,True,0.4,catboost,digits
0.1,0.5,0.008565991173562512,0.2,0.4,0.1,0.9859354222646755,0.10901468835065002,True,0.1,catboost,digits
0.1,0.5,0.008716914841894907,0.1,0.4,0.1,0.9953745148653157,0.06421680438539938,True,0.1,catboost,digits
0.1,0.5,0.011192372670845543,0.3,0.4,0.1,0.9895201838798225,0.07156683393432232,True,0.1,catboost,digits
0.0,0.8333333333333334,0.021207138229762158,0.4,0.4,0.0,0.9995535714285715,0.010591304531645418,True,0.0,catboost,iris
0.4,1.0,0.026507112844319735,0.4,0.4,0.4,1.0001488095238096,0.004191464586816351,True,0.4,catboost,iris
0.05,0.3333333333333333,0.0075462265076085095,0.1,0.1,0.05,0.7916666666666667,0.5277851101596681,True,0.05,catboost,iris
0.0,0.3333333333333333,0.007260625147463774,0.2,0.2,0.0,0.9498511904761905,0.11594533062266818,True,0.0,catboost,iris
0.05,0.3333333333333333,0.006477283500213575,0.2,0.2,0.05,0.9604166666666668,0.1125510407404674,True,0.05,catboost,iris
0.1,0.5,0.008761965381819697,0.4,0.4,0.1,0.9859445153362636,0.032768140347608235,True,0.1,catboost,synthetic_mixed
0.2,0.8333333333333334,0.015462173671021725,0.4,0.4,0.2,0.9930336972446714,0.018920239607141898,True,0.2,catboost,synthetic_mixed
0.1,0.5,0.009635105380876465,0.3,0.2,0.1,0.9753296469587409,0.057291761304146226,True,0.1,catboost,synthetic_mixed
0.0,0.16666666666666666,0.004999999999999995,0.4,0.05,0.0,0.9181246750791626,0.13389044315613757,True,0.0,catboost,synthetic_mixed
0.0,0.16666666666666666,0.004999999999999995,0.05,0.0,0.0,0.8793421239188998,0.2927177421526695,True,0.0,catboost,synthetic_mixed
0.3,0.8333333333333334,0.011015075064443575,0.4,0.4,0.3,0.9881185311215088,0.023197180151838748,True,0.3,catboost,synthetic_mixed
0.4,1.0,0.03530427303024549,0.4,0.4,0.4,1.0026060341058156,-0.015591326057302336,True,0.4,catboost,wine
0.05,0.6666666666666666,0.01654110740978752,0.05,0.4,0.05,0.9970132185261175,0.02134048982822654,True,0.05,catboost,wine
0.05,0.3333333333333333,0.009346807349466357,0.05,0.2,0.05,0.9319761657736162,0.3589091235061919,True,0.05,catboost,wine
0.1,0.5,0.015455663374235465,0.2,0.3,0.2,0.979744405606166,0.042429944959826604,True,0.1,catboost,wine
0.2,0.6666666666666666,0.01458740302751188,0.3,0.4,0.2,0.988740351303871,0.02829399274425005,True,0.2,catboost,wine
0.4,1.0,0.019159977506780685,0.4,0.4,0.4,0.9997952917093142,0.002978456884849057,True,0.4,hist_gbdt,breast_cancer
0.4,1.0,0.019110161190591345,0.4,0.4,0.4,0.9999122678754203,0.0030382364642762673,True,0.4,hist_gbdt,breast_cancer
0.0,0.16666666666666666,0.0036070041518035945,0.1,0.2,0.0,0.9299897645854657,0.9893895808581169,True,0.0,hist_gbdt,breast_cancer
0.1,0.5,0.006378879471901512,0.3,0.1,0.1,0.917473314812107,0.15643853075951136,True,0.1,hist_gbdt,breast_cancer
0.3,0.8333333333333334,0.013979912616848602,0.4,0.4,0.3,0.9979236730516157,0.0204321710793271,True,0.3,hist_gbdt,breast_cancer
0.4,1.0,0.01922293264707293,0.4,0.4,0.4,0.9995461960251772,0.0030181916260645925,True,0.4,hist_gbdt,digits
0.4,1.0,0.01921314553878889,0.4,0.4,0.4,0.9996083040610371,0.0030299361560054416,True,0.4,hist_gbdt,digits
0.1,0.5,0.00703905595652915,0.2,0.2,0.1,0.9643175394228913,0.18232874702820406,True,0.1,hist_gbdt,digits
