model,aure,robust_fraction,abs_utility_area,abs_ece_radius,self_ref_radius,utility_drop,abs_auc_radius,auc_retention,n_cells,A_aure,T_aure
tabicl,0.23846153846153847,0.7051282051282051,0.04556818855459754,0.2673076923076923,0.2,0.1271427067397851,0.3596153846153846,0.9823085923266413,26,1.0,0.23846153846153847
tabpfn_client,0.23461538461538464,0.6923076923076923,0.04235585428073034,0.26153846153846155,0.19230769230769232,0.1308964226827847,0.3596153846153846,0.9828516807455354,26,1.0,0.23461538461538464
catboost,0.15769230769230771,0.5961538461538461,0.014123054270247879,0.2692307692307692,0.16153846153846155,0.11062716127263478,0.3096153846153846,0.9705349436050195,26,1.0,0.15769230769230771
xgboost,0.1346153846153846,0.4743589743589744,0.00888665578039801,0.23846153846153847,0.19230769230769232,0.13144261505433272,0.2826923076923077,0.9655764110352952,26,0.7692307692307693,0.175
logreg,0.13076923076923078,0.42948717948717946,0.0215250102030722,0.16153846153846155,0.22500000000000003,0.08920003030778273,0.3384615384615385,0.9822527372496362,26,0.5769230769230769,0.22666666666666668
hist_gbdt,0.09038461538461538,0.32051282051282054,0.0063562604873594365,0.18846153846153849,0.2,0.18602360010055646,0.25961538461538464,0.9654164562915286,26,0.38461538461538464,0.23500000000000001
