tau_utility,tau_ece,tau_nll,lambda0_fail_max,lambda0_fail_mean,n_common,aure_catboost,aure_hist_gbdt,aure_logreg,aure_tabicl,aure_tabpfn_client,aure_xgboost,margin,margin_common
0.02,0.05,1.0,0.6666666666666666,0.4333333333333333,10,0.07500000000000001,0.06923076923076923,0.08269230769230769,0.175,0.17884615384615385,0.07307692307692308,0.09999999999999998,-0.015000000000000013
0.02,0.05,1.25,0.6666666666666666,0.4333333333333333,10,0.07500000000000001,0.06923076923076923,0.08269230769230769,0.175,0.17884615384615385,0.07307692307692308,0.09999999999999998,-0.015000000000000013
0.02,0.05,1.5,0.6666666666666666,0.4333333333333333,10,0.07500000000000001,0.06923076923076923,0.08269230769230769,0.175,0.17884615384615385,0.07307692307692308,0.09999999999999998,-0.015000000000000013
0.02,0.075,0.3,0.6666666666666666,0.3722222222222222,10,0.12307692307692308,0.06923076923076923,0.11538461538461539,0.22884615384615387,0.2153846153846154,0.07307692307692308,0.09230769230769231,-0.015000000000000013
0.02,0.075,0.5,0.6666666666666666,0.3722222222222222,10,0.12307692307692308,0.06923076923076923,0.11538461538461539,0.22884615384615387,0.2153846153846154,0.07307692307692308,0.09230769230769231,-0.015000000000000013
0.02,0.075,0.75,0.6666666666666666,0.3722222222222222,10,0.12307692307692308,0.06923076923076923,0.11538461538461539,0.22884615384615387,0.2153846153846154,0.07307692307692308,0.09230769230769231,-0.015000000000000013
0.02,0.075,1.0,0.6666666666666666,0.3722222222222222,10,0.12307692307692308,0.06923076923076923,0.11538461538461539,0.22884615384615387,0.2153846153846154,0.07307692307692308,0.09230769230769231,-0.015000000000000013
0.02,0.075,1.25,0.6666666666666666,0.3722222222222222,10,0.12307692307692308,0.06923076923076923,0.11538461538461539,0.22884615384615387,0.2153846153846154,0.07307692307692308,0.09230769230769231,-0.015000000000000013
0.02,0.075,1.5,0.6666666666666666,0.3722222222222222,10,0.12307692307692308,0.06923076923076923,0.11538461538461539,0.22884615384615387,0.2153846153846154,0.07307692307692308,0.09230769230769231,-0.015000000000000013
0.02,0.1,0.3,0.6666666666666666,0.3444444444444444,10,0.12884615384615386,0.06923076923076923,0.12307692307692308,0.23269230769230773,0.22115384615384615,0.0923076923076923,0.09230769230769229,-0.010000000000000009
0.02,0.1,0.5,0.6666666666666666,0.3444444444444444,10,0.12884615384615386,0.06923076923076923,0.12307692307692308,0.23269230769230773,0.22115384615384615,0.0923076923076923,0.09230769230769229,-0.010000000000000009
0.02,0.1,0.75,0.6666666666666666,0.3444444444444444,10,0.12884615384615386,0.06923076923076923,0.12307692307692308,0.23269230769230773,0.22115384615384615,0.0923076923076923,0.09230769230769229,-0.010000000000000009
0.02,0.1,1.0,0.6666666666666666,0.3444444444444444,10,0.12884615384615386,0.06923076923076923,0.12307692307692308,0.23269230769230773,0.22115384615384615,0.0923076923076923,0.09230769230769229,-0.010000000000000009
0.02,0.1,1.25,0.6666666666666666,0.3444444444444444,10,0.12884615384615386,0.06923076923076923,0.12307692307692308,0.23269230769230773,0.22115384615384615,0.0923076923076923,0.09230769230769229,-0.010000000000000009
0.02,0.1,1.5,0.6666666666666666,0.3444444444444444,10,0.12884615384615386,0.06923076923076923,0.12307692307692308,0.23269230769230773,0.22115384615384615,0.0923076923076923,0.09230769230769229,-0.010000000000000009
0.02,0.125,0.3,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.125,0.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.125,0.75,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.125,1.0,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.125,1.25,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.125,1.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.15,0.3,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.15,0.5,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.15,0.75,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.15,1.0,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
0.02,0.15,1.25,0.6666666666666666,0.2833333333333333,10,0.12884615384615386,0.06923076923076923,0.18653846153846157,0.23461538461538464,0.22307692307692312,0.0923076923076923,0.09423076923076926,-0.010000000000000009
