model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
tabicl,0.13148148148148145,54,0.16296296296296298,0.10000000000000002
tabpfn_client,0.12314814814814813,54,0.14814814814814814,0.09814814814814818
