dataset_id,model,family,shift_axis,shift_lambda,seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
GesturePhaseSegmentation,tabicl,icl,covariate_shift,0.0,3769533927,test_only,True,low,True,ok,,0.7964213369345037,0.9551961115960111,0.5588058264434456,0.34720558160476805,0.013129979383179917,0.346994169240713,6911,,,False,,
GesturePhaseSegmentation,tabicl,icl,covariate_shift,0.05,576091290,test_only,True,low,True,ok,,0.4608372721134369,0.8227191227861512,1.3914820207591263,0.8645763903092482,0.18425886419860119,0.06085259385967374,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabicl,icl,covariate_shift,0.1,1248011282,test_only,True,low,True,ok,,0.39095205941931127,0.7531250530181258,2.0744717990175654,1.2889417994883392,0.31795774339449734,-0.1280375110561605,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabicl,icl,covariate_shift,0.2,1130171545,test_only,True,low,True,ok,,0.3463875759621877,0.6873809275475169,2.763589494132301,1.717114697486324,0.41100399726671377,-0.3047937476632808,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabicl,icl,covariate_shift,0.3,895557003,test_only,True,low,True,ok,,0.31397704253882514,0.6446597494533292,3.327963317234931,2.0677798699309546,0.48213375224547217,-0.4440332427388919,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabicl,icl,covariate_shift,0.4,1723381249,test_only,True,low,True,ok,,0.2910195813639433,0.6106529955367042,3.6028934919326514,2.238603592035225,0.5167084730863951,-0.5175412865854085,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabpfn_client,icl,covariate_shift,0.0,3769533927,test_only,True,low,True,ok,,0.7923700202565834,0.9541907239888952,0.5795858612549147,0.3601169431744987,0.051438619940852186,0.3344994494940807,6911,,,False,,
GesturePhaseSegmentation,tabpfn_client,icl,covariate_shift,0.05,576091290,test_only,True,low,True,ok,,0.43821742066171504,0.809308726642298,1.3653142073279125,0.8483174136633969,0.15774488259976627,0.06294646680508925,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabpfn_client,icl,covariate_shift,0.1,1248011282,test_only,True,low,True,ok,,0.37035786630654965,0.7181966517392986,1.9979072428898375,1.2413695660171318,0.3024812701888131,-0.12598461578816525,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabpfn_client,icl,covariate_shift,0.2,1130171545,test_only,True,low,True,ok,,0.33659689399054693,0.6321253512355193,2.837322251850138,1.762927435677836,0.3783947263618182,-0.33282376894470056,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabpfn_client,icl,covariate_shift,0.3,895557003,test_only,True,low,True,ok,,0.3065496286293045,0.5825145038555878,3.652088017124319,2.2691698691258813,0.4619324855323935,-0.5232749372003916,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabpfn_client,icl,covariate_shift,0.4,1723381249,test_only,True,low,True,ok,,0.29439567859554355,0.5521030815904368,4.0239172823089095,2.5002003812766973,0.4645505103463553,-0.6055747861062959,6911,,,True,ece;nll,
GesturePhaseSegmentation,tabicl,icl,label_noise,0.0,21559019,train_only,True,low,True,ok,,0.7964213369345037,0.9551961115960111,0.5588058264434456,0.34720558160476805,0.013129979383179917,0.346994169240713,6911,,,False,,
GesturePhaseSegmentation,tabicl,icl,label_noise,0.05,1868621072,train_only,True,low,True,ok,,0.774814314652262,0.9436280952633721,0.6389167497329679,0.3969812968843735,0.03468318365383371,0.32046095474394076,6911,,,False,,
GesturePhaseSegmentation,tabicl,icl,label_noise,0.1,4024946937,train_only,True,low,True,ok,,0.7488183659689399,0.9399450049517734,0.6832606309261955,0.4245336994036868,0.06336210358749433,0.30127097608985676,6911,,,False,,
GesturePhaseSegmentation,tabicl,icl,label_noise,0.2,948246684,train_only,True,low,True,ok,,0.7218095881161377,0.919846031228723,0.823986135396689,0.5119713715147292,0.13574740945265554,0.24947665580252382,6911,,,True,ece,
GesturePhaseSegmentation,tabicl,icl,label_noise,0.3,1420310000,train_only,True,low,True,ok,,0.6846725185685347,0.901536845996467,0.9542404895854368,0.5929029521506993,0.17882305054259365,0.20460327813031512,6911,,,True,ece,
