model,dataset_id,shift_axis,rho,n_lambda,n_failed,max_lambda,base_seed
hist_gbdt,optdigits,covariate_shift,0.1,6,3,0.4,42
hist_gbdt,optdigits,label_noise,0.2,6,2,0.4,42
hist_gbdt,pc1,covariate_shift,0.0,6,6,0.4,42
hist_gbdt,pc1,label_noise,0.0,6,6,0.4,42
hist_gbdt,splice,covariate_shift,0.4,6,0,0.4,42
hist_gbdt,splice,label_noise,0.1,6,3,0.4,42
hist_gbdt,steel-plates-fault,covariate_shift,0.4,6,0,0.4,42
hist_gbdt,steel-plates-fault,label_noise,0.05,6,4,0.4,42
hist_gbdt,vehicle,covariate_shift,0.0,6,6,0.4,42
hist_gbdt,vehicle,label_noise,0.0,6,6,0.4,42
hist_gbdt,wdbc,covariate_shift,0.0,6,5,0.4,42
hist_gbdt,wdbc,label_noise,0.1,6,3,0.4,42
logreg,car,covariate_shift,0.0,6,6,0.4,42
logreg,car,label_noise,0.0,6,6,0.4,42
logreg,churn,covariate_shift,0.0,6,6,0.4,42
logreg,churn,label_noise,0.0,6,6,0.4,42
logreg,credit-approval,covariate_shift,0.2,6,2,0.4,42
logreg,credit-approval,label_noise,0.1,6,3,0.4,42
logreg,credit-g,covariate_shift,0.1,6,3,0.4,42
logreg,credit-g,label_noise,0.1,6,3,0.4,42
logreg,eucalyptus,covariate_shift,0.0,6,5,0.4,42
logreg,eucalyptus,label_noise,0.05,6,4,0.4,42
logreg,kr-vs-kp,covariate_shift,0.0,6,6,0.4,42
logreg,kr-vs-kp,label_noise,0.0,6,6,0.4,42
logreg,optdigits,covariate_shift,0.2,6,2,0.4,42
logreg,optdigits,label_noise,0.0,6,5,0.4,42
logreg,pc1,covariate_shift,0.0,6,6,0.4,42
logreg,pc1,label_noise,0.0,6,6,0.4,42
logreg,splice,covariate_shift,0.4,6,0,0.4,42
logreg,splice,label_noise,0.0,6,5,0.4,42
logreg,steel-plates-fault,covariate_shift,0.05,6,4,0.4,42
logreg,steel-plates-fault,label_noise,0.0,6,5,0.4,42
logreg,vehicle,covariate_shift,0.1,6,3,0.4,42
logreg,vehicle,label_noise,0.05,6,4,0.4,42
logreg,wdbc,covariate_shift,0.05,6,4,0.4,42
logreg,wdbc,label_noise,0.05,6,4,0.4,42
tabicl,car,covariate_shift,0.4,6,0,0.4,42
tabicl,car,label_noise,0.05,6,4,0.4,42
tabicl,churn,covariate_shift,0.0,6,5,0.4,42
tabicl,churn,label_noise,0.0,6,5,0.4,42
tabicl,credit-approval,covariate_shift,0.3,6,1,0.4,42
tabicl,credit-approval,label_noise,0.1,6,3,0.4,42
tabicl,credit-g,covariate_shift,0.4,6,0,0.4,42
tabicl,credit-g,label_noise,0.1,6,3,0.4,42
tabicl,eucalyptus,covariate_shift,0.0,6,5,0.4,42
tabicl,eucalyptus,label_noise,0.05,6,4,0.4,42
tabicl,kr-vs-kp,covariate_shift,0.4,6,0,0.4,42
tabicl,kr-vs-kp,label_noise,0.0,6,5,0.4,42
tabicl,optdigits,covariate_shift,0.05,6,4,0.4,42
tabicl,optdigits,label_noise,0.1,6,3,0.4,42
tabicl,pc1,covariate_shift,0.0,6,5,0.4,42
tabicl,pc1,label_noise,0.05,6,4,0.4,42
tabicl,splice,covariate_shift,0.4,6,0,0.4,42
tabicl,splice,label_noise,0.1,6,3,0.4,42
tabicl,steel-plates-fault,covariate_shift,0.0,6,5,0.4,42
tabicl,steel-plates-fault,label_noise,0.05,6,4,0.4,42
tabicl,vehicle,covariate_shift,0.1,6,3,0.4,42
tabicl,vehicle,label_noise,0.1,6,3,0.4,42
tabicl,wdbc,covariate_shift,0.05,6,4,0.4,42
tabicl,wdbc,label_noise,0.1,6,3,0.4,42
tabpfn_client,car,covariate_shift,0.4,6,0,0.4,42
tabpfn_client,car,label_noise,0.05,6,4,0.4,42
tabpfn_client,churn,covariate_shift,0.05,6,4,0.4,42
tabpfn_client,churn,label_noise,0.05,6,4,0.4,42
tabpfn_client,credit-approval,covariate_shift,0.1,6,3,0.4,42
tabpfn_client,credit-approval,label_noise,0.2,6,2,0.4,42
tabpfn_client,credit-g,covariate_shift,0.4,6,0,0.4,42
tabpfn_client,credit-g,label_noise,0.1,6,3,0.4,42
tabpfn_client,eucalyptus,covariate_shift,0.0,6,5,0.4,42
tabpfn_client,eucalyptus,label_noise,0.05,6,4,0.4,42
tabpfn_client,kr-vs-kp,covariate_shift,0.4,6,0,0.4,42
tabpfn_client,kr-vs-kp,label_noise,0.0,6,5,0.4,42
tabpfn_client,optdigits,covariate_shift,0.0,6,5,0.4,42
tabpfn_client,optdigits,label_noise,0.1,6,3,0.4,42
tabpfn_client,pc1,covariate_shift,0.0,6,5,0.4,42
tabpfn_client,pc1,label_noise,0.05,6,4,0.4,42
tabpfn_client,splice,covariate_shift,0.4,6,0,0.4,42
tabpfn_client,splice,label_noise,0.05,6,4,0.4,42
tabpfn_client,steel-plates-fault,covariate_shift,0.0,6,5,0.4,42
tabpfn_client,steel-plates-fault,label_noise,0.05,6,4,0.4,42
tabpfn_client,vehicle,covariate_shift,0.05,6,4,0.4,42
tabpfn_client,vehicle,label_noise,0.1,6,3,0.4,42
tabpfn_client,wdbc,covariate_shift,0.05,6,4,0.4,42
tabpfn_client,wdbc,label_noise,0.1,6,3,0.4,42
xgboost,car,covariate_shift,0.4,6,0,0.4,42
xgboost,car,label_noise,0.05,6,4,0.4,42
xgboost,churn,covariate_shift,0.0,6,5,0.4,42
xgboost,churn,label_noise,0.0,6,5,0.4,42
xgboost,credit-approval,covariate_shift,0.0,6,6,0.4,42
xgboost,credit-approval,label_noise,0.0,6,6,0.4,42
xgboost,credit-g,covariate_shift,0.0,6,6,0.4,42
xgboost,credit-g,label_noise,0.0,6,6,0.4,42
xgboost,eucalyptus,covariate_shift,0.0,6,6,0.4,42
xgboost,eucalyptus,label_noise,0.0,6,6,0.4,42
xgboost,kr-vs-kp,covariate_shift,0.4,6,0,0.4,42
xgboost,kr-vs-kp,label_noise,0.0,6,5,0.4,42
xgboost,optdigits,covariate_shift,0.1,6,3,0.4,42
xgboost,optdigits,label_noise,0.2,6,2,0.4,42
xgboost,pc1,covariate_shift,0.0,6,6,0.4,42
xgboost,pc1,label_noise,0.0,6,6,0.4,42
xgboost,splice,covariate_shift,0.4,6,0,0.4,42
xgboost,splice,label_noise,0.05,6,4,0.4,42
xgboost,steel-plates-fault,covariate_shift,0.4,6,0,0.4,42
xgboost,steel-plates-fault,label_noise,0.05,6,4,0.4,42
xgboost,vehicle,covariate_shift,0.0,6,6,0.4,42
xgboost,vehicle,label_noise,0.0,6,6,0.4,42
xgboost,wdbc,covariate_shift,0.0,6,5,0.4,42
xgboost,wdbc,label_noise,0.05,6,4,0.4,42
catboost,car,covariate_shift,0.4,6,0,0.4,1337
catboost,car,label_noise,0.0,6,5,0.4,1337
catboost,churn,covariate_shift,0.05,6,4,0.4,1337
catboost,churn,label_noise,0.05,6,4,0.4,1337
