model,aure_quantised,aure_continuous,delta
tabicl,0.11180555555555556,0.13312268684707473,0.021317131291519173
catboost,0.1076388888888889,0.12688868030707562,0.019249791418186724
tabpfn_client,0.1076388888888889,0.12677590389150886,0.019137015002619967
hist_gbdt,0.09444444444444446,0.10350113685057812,0.00905669240613366
xgboost,0.09027777777777778,0.1000053451319308,0.009727567354153019
logreg,0.05555555555555555,0.0756850876414476,0.02012953208589205
