model,aure_mean,aure_sd,seed_ci95_lo,seed_ci95_hi,n_seeds,dataset_ci95_lo,dataset_ci95_hi,n_datasets
tabicl,0.11180555555555556,0.007887372702500381,0.10625,0.12083333333333333,3,0.06527777777777778,0.1625,12
catboost,0.1076388888888889,0.005242940580049127,0.10208333333333335,0.1125,3,0.059722222222222225,0.15833333333333335,12
tabpfn_client,0.1076388888888889,0.006364688465216435,0.10208333333333335,0.11458333333333333,3,0.06458333333333334,0.1527777777777778,12
hist_gbdt,0.09444444444444444,0.004336804165554435,0.08958333333333335,0.09791666666666667,3,0.03958333333333334,0.15347222222222223,12
xgboost,0.09027777777777779,0.00240562612162344,0.08750000000000001,0.09166666666666667,3,0.03541666666666667,0.15069444444444446,12
logreg,0.05555555555555556,0.005242940580049129,0.05000000000000001,0.060416666666666674,3,0.027083333333333334,0.08958333333333335,12
