model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
catboost,0.07613636363636364,88,0.10909090909090909,0.04318181818181818
hist_gbdt,0.06477272727272726,88,0.07500000000000001,0.05454545454545456
logreg,0.05113636363636364,88,0.08409090909090909,0.018181818181818184
tabicl,0.08636363636363636,88,0.1102272727272727,0.0625
xgboost,0.06818181818181818,88,0.08750000000000001,0.04886363636363636
