model,aure_mean,aure_sd,seed_ci95_lo,seed_ci95_hi,n_seeds,dataset_ci95_lo,dataset_ci95_hi,n_datasets
tabpfn,0.11950757575757576,0.0008679120634386071,0.11874999999999998,0.12045454545454544,3,0.0975378787878788,0.14242897727272724,44
