model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
hist_gbdt,0.09166666666666667,6,0.13333333333333333,0.05000000000000001
logreg,0.0,6,0.0,0.0
tabicl,0.125,6,0.19999999999999998,0.05000000000000001
