model,aure,robust_fraction,abs_utility_area,abs_ece_radius,self_ref_radius,utility_drop,abs_auc_radius,auc_retention,n_cells,A_aure,T_aure
tabicl,0.09772727272727273,0.4286616161616162,0.02211613315105471,0.1452651515151515,0.09526515151515152,0.1464509318361214,0.27140151515151517,0.9509287369829743,264,0.946969696969697,0.1032
tabpfn,0.08882575757575759,0.4053030303030303,0.020301451549598833,0.13579545454545455,0.0893939393939394,0.15581008847041664,0.26723484848484846,0.9457142732015889,264,0.9242424242424242,0.09610655737704919
catboost,0.0744318181818182,0.35984848484848486,0.010127276316910891,0.15700757575757576,0.09659090909090909,0.15480501728785478,0.20625000000000002,0.931421812967802,264,0.8787878787878788,0.08469827586206898
xgboost,0.06950757575757577,0.2796717171717171,0.0062749235769739556,0.19393939393939394,0.10946969696969698,0.18686766644095293,0.15549242424242427,0.9136697426967952,264,0.5757575757575758,0.12072368421052633
hist_gbdt,0.06401515151515152,0.2638888888888889,0.0060968116499851835,0.16912878787878788,0.11496212121212122,0.2052080877348535,0.16856060606060605,0.9160727555216803,264,0.5681818181818182,0.11266666666666668
logreg,0.05151515151515152,0.23674242424242425,0.008348495757634739,0.1615530303030303,0.12291666666666667,0.13286170052780796,0.23143939393939394,0.972976686907362,264,0.5909090909090909,0.08717948717948719
