sel_acc_80,cov_at_risk10,aurc,accuracy,model,family,dataset_id,shift_axis,shift_lambda,status,seed
0.9956521739130435,1.0,0.00393617047931278,0.9756944444444444,logreg,linear,tic-tac-toe,covariate_shift,0.1,ok,42
0.9956521739130435,1.0,0.00393617047931278,0.9756944444444444,logreg,linear,tic-tac-toe,covariate_shift,0.2,ok,42
0.9956521739130435,1.0,0.00393617047931278,0.9756944444444444,logreg,linear,tic-tac-toe,covariate_shift,0.3,ok,42
0.9956521739130435,1.0,0.00393617047931278,0.9756944444444444,logreg,linear,tic-tac-toe,covariate_shift,0.4,ok,42
1.0,1.0,0.0004186500719808784,0.9861111111111112,hist_gbdt,gbdt,tic-tac-toe,label_noise,0.0,ok,42
0.9956521739130435,1.0,0.005386307263473946,0.9444444444444444,hist_gbdt,gbdt,tic-tac-toe,label_noise,0.05,ok,42
0.9695652173913043,0.9930555555555556,0.016193676416260478,0.8958333333333334,hist_gbdt,gbdt,tic-tac-toe,label_noise,0.1,ok,42
0.9260869565217391,0.8819444444444444,0.04663927911122707,0.84375,hist_gbdt,gbdt,tic-tac-toe,label_noise,0.2,ok,42
0.8478260869565217,0.5451388888888888,0.0890729747104974,0.7604166666666666,hist_gbdt,gbdt,tic-tac-toe,label_noise,0.3,ok,42
0.7043478260869566,0.18055555555555555,0.2132452062608542,0.6527777777777778,hist_gbdt,gbdt,tic-tac-toe,label_noise,0.4,ok,42
1.0,1.0,0.0004186500719808784,0.9861111111111112,hist_gbdt,gbdt,tic-tac-toe,covariate_shift,0.0,ok,42
1.0,1.0,0.0004186500719808784,0.9861111111111112,hist_gbdt,gbdt,tic-tac-toe,covariate_shift,0.05,ok,42
