dataset_id,model,family,shift_axis,shift_lambda,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
car,hist_gbdt,gbdt,covariate_shift,0.0,test_only,True,low,True,ok,,0.9922928709055876,0.9999892380542402,0.0161292459301062,0.0116347915583214,0.0099025205497961,0.4933692223773665,1209,xgboost_tuned,0.4892056833724835,False,,
car,hist_gbdt,gbdt,covariate_shift,0.05,test_only,True,low,True,ok,,0.9922928709055876,0.9999892380542402,0.0161292459301062,0.0116347915583214,0.0099025205497961,0.4933692223773665,1209,xgboost_tuned,0.4892056833724835,False,,
car,hist_gbdt,gbdt,covariate_shift,0.1,test_only,True,low,True,ok,,0.9922928709055876,0.9999892380542402,0.0161292459301062,0.0116347915583214,0.0099025205497961,0.4933692223773665,1209,xgboost_tuned,0.4892056833724835,False,,
car,hist_gbdt,gbdt,covariate_shift,0.2,test_only,True,low,True,ok,,0.9922928709055876,0.9999892380542402,0.0161292459301062,0.0116347915583214,0.0099025205497961,0.4933692223773665,1209,xgboost_tuned,0.4892056833724835,False,,
car,hist_gbdt,gbdt,covariate_shift,0.3,test_only,True,low,True,ok,,0.9922928709055876,0.9999892380542402,0.0161292459301062,0.0116347915583214,0.0099025205497961,0.4933692223773665,1209,xgboost_tuned,0.4892056833724835,False,,
car,hist_gbdt,gbdt,covariate_shift,0.4,test_only,True,low,True,ok,,0.9922928709055876,0.9999892380542402,0.0161292459301062,0.0116347915583214,0.0099025205497961,0.4933692223773665,1209,xgboost_tuned,0.4892056833724835,False,,
car,logreg,linear,covariate_shift,0.0,test_only,True,low,True,ok,,0.8959537572254336,0.9874833511741764,0.2259931441901079,0.1630195941989866,0.0494974972695001,0.4212068587811807,1209,xgboost_tuned,0.4892056833724835,True,utility_gap,
car,logreg,linear,covariate_shift,0.05,test_only,True,low,True,ok,,0.8959537572254336,0.9874833511741764,0.2259931441901079,0.1630195941989866,0.0494974972695001,0.4212068587811807,1209,xgboost_tuned,0.4892056833724835,True,utility_gap,
car,logreg,linear,covariate_shift,0.1,test_only,True,low,True,ok,,0.8959537572254336,0.9874833511741764,0.2259931441901079,0.1630195941989866,0.0494974972695001,0.4212068587811807,1209,xgboost_tuned,0.4892056833724835,True,utility_gap,
car,logreg,linear,covariate_shift,0.2,test_only,True,low,True,ok,,0.8959537572254336,0.9874833511741764,0.2259931441901079,0.1630195941989866,0.0494974972695001,0.4212068587811807,1209,xgboost_tuned,0.4892056833724835,True,utility_gap,
car,logreg,linear,covariate_shift,0.3,test_only,True,low,True,ok,,0.8959537572254336,0.9874833511741764,0.2259931441901079,0.1630195941989866,0.0494974972695001,0.4212068587811807,1209,xgboost_tuned,0.4892056833724835,True,utility_gap,
car,logreg,linear,covariate_shift,0.4,test_only,True,low,True,ok,,0.8959537572254336,0.9874833511741764,0.2259931441901079,0.1630195941989866,0.0494974972695001,0.4212068587811807,1209,xgboost_tuned,0.4892056833724835,True,utility_gap,
car,tabicl,icl,covariate_shift,0.0,test_only,True,low,True,ok,,0.9903660886319846,0.9998146330093712,0.0273660320439775,0.0197404193593274,0.0082925673385716,0.4909093955725651,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabicl,icl,covariate_shift,0.05,test_only,True,low,True,ok,,0.978805394990366,0.9994090413427212,0.0480600687223275,0.0346680114052423,0.0076049907674624,0.4846925721434421,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabicl,icl,covariate_shift,0.1,test_only,True,low,True,ok,,0.9884393063583816,0.99974509656348,0.0293309190245833,0.021157785710741,0.0110900120219674,0.4896113416333594,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabicl,icl,covariate_shift,0.2,test_only,True,low,True,ok,,0.9903660886319846,0.9998505599020948,0.0283119303051532,0.0204227407246192,0.0149870306366689,0.4893783809158112,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabicl,icl,covariate_shift,0.3,test_only,True,low,True,ok,,0.9903660886319846,0.9997324067858864,0.0325788912904079,0.023500702451166,0.0138017908819862,0.4886506867581108,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabicl,icl,covariate_shift,0.4,test_only,True,low,True,ok,,0.9922928709055876,0.9999034810624324,0.0270770121444732,0.0195319355714609,0.0130105173752326,0.4903484648612047,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabpfn_client,icl,covariate_shift,0.0,test_only,True,low,True,ok,,0.9807321772639692,0.9996442404760468,0.0387567049592174,0.0279570530229298,0.0175405839433877,0.4850900780606552,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabpfn_client,icl,covariate_shift,0.05,test_only,True,low,True,ok,,0.976878612716763,0.9995384196172812,0.0433706584270053,0.0312853169163648,0.0141739605123905,0.4841498515961752,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabpfn_client,icl,covariate_shift,0.1,test_only,True,low,True,ok,,0.9884393063583816,0.9999178703496718,0.030045346611336,0.0216731362789822,0.0155964899489245,0.4886159117026627,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabpfn_client,icl,covariate_shift,0.2,test_only,True,low,True,ok,,0.9865125240847784,0.9989361347986324,0.0498532792197737,0.0359615393512101,0.0105947718694454,0.484697109612986,1000,xgboost_tuned,0.4892056833724835,False,,
car,tabpfn_client,icl,covariate_shift,0.3,test_only,True,low,True,ok,,0.9903660886319846,0.9998011864123476,0.0336958070263373,0.0243063868478242,0.0133148614557352,0.488530440193625,1000,xgboost_tuned,0.4892056833724835,False,,
