model,aure,robust_fraction,abs_utility_area,abs_ece_radius,self_ref_radius,utility_drop,abs_auc_radius,auc_retention,n_cells,A_aure,T_aure
tabicl,0.09772727272727272,0.42613636363636365,0.01896841143828289,0.14488636363636365,0.09261363636363637,0.1455487039467809,0.27954545454545454,0.9520483980196687,88,0.9318181818181818,0.1048780487804878
gbdt_ensemble,0.07727272727272728,0.356060606060606,0.009701176194774197,0.14602272727272728,0.1,0.14663827955190678,0.21363636363636365,0.938419856379058,88,0.8409090909090909,0.0918918918918919
xgboost_tuned,0.07500000000000001,0.3465909090909091,0.008977270874949775,0.16363636363636364,0.0931818181818182,0.16933586637563622,0.2090909090909091,0.9338050975692134,88,0.8863636363636364,0.08461538461538462
catboost_tuned,0.07443181818181818,0.34469696969696967,0.010061337225533597,0.13522727272727272,0.09772727272727272,0.15343599814690576,0.23011363636363635,0.9443543044501289,88,0.8863636363636364,0.08397435897435897
lightgbm_tuned,0.05795454545454546,0.3125,0.00797837774021677,0.15056818181818182,0.08636363636363636,0.23397697863505293,0.19715909090909092,0.92625055773539,88,0.8409090909090909,0.06891891891891892
lightgbm,0.05738636363636363,0.2424242424242424,0.0051458695537739884,0.16306818181818183,0.11534090909090909,0.24701295379560625,0.16022727272727275,0.9102330267003019,88,0.5227272727272727,0.10978260869565216
logreg,0.0528409090909091,0.2462121212121212,0.006654945556821326,0.17045454545454544,0.12386363636363637,0.13162201571481824,0.23522727272727273,0.9738966999237385,88,0.5681818181818182,0.09300000000000001
