model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
catboost_tuned,0.10833333333333335,24,0.18333333333333332,0.03333333333333333
xgboost_tuned,0.11041666666666668,24,0.19166666666666665,0.029166666666666664
