model,aure,n_envelopes,aure_covariate_shift,aure_label_noise
catboost_tuned,0.0744318181818182,88,0.1125,0.03636363636363637
gbdt_ensemble,0.07727272727272727,88,0.11136363636363635,0.04318181818181819
lightgbm,0.057386363636363645,88,0.06590909090909092,0.04886363636363636
lightgbm_tuned,0.05795454545454546,88,0.0806818181818182,0.03522727272727273
xgboost_tuned,0.07500000000000001,88,0.11704545454545455,0.03295454545454546
