summary,role,reference,measures,min_ICL,best_GBDT,margin,ICL_leads,A_margin,T_margin,ci95_lo,ci95_hi,sig
aure,admissibility,absolute,combined,0.08333333333333333,0.04404761904761905,0.03928571428571428,True,0.07142857142857151,0.0421875,-0.0011904761904761932,0.0976190476190476,False
robust_fraction,admissibility,absolute,combined,0.3412698412698412,0.2857142857142857,0.055555555555555525,True,,,-0.003968253968253982,0.13888888888888884,False
abs_utility_area,admissibility,absolute,combined,0.027289170154296934,0.012585306727822067,0.014703863426474867,True,,,0.0035130652375720455,0.030562803150964653,True
abs_ece_radius,calibration_tolerance,absolute,calibration,0.21666666666666665,0.19761904761904764,0.019047619047619008,True,,,-0.05476190476190479,0.1059821428571427,False
self_ref_radius,calibration_tolerance,self_ref,combined,0.09761904761904763,0.12619047619047621,-0.02857142857142858,False,,,-0.07741071428571432,-0.0023809523809523794,True
utility_drop,calibration_tolerance,self_ref,combined,0.21164082397882855,0.24301585328614972,-0.03137502930732117,False,,,-0.13403079651967206,0.07419058326168913,False
abs_auc_radius,discrimination,absolute,discrimination,0.1797619047619048,0.16904761904761906,0.010714285714285732,True,,,-0.033333333333333326,0.06547619047619044,False
auc_retention,discrimination,self_ref,discrimination,0.921505843684928,0.9391997020958522,-0.01769385841092419,False,,,-0.04101842514567443,-0.003982026075785351,True
