dataset_id,model,family,shift_axis,shift_lambda,variant_seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes,base_seed
GesturePhaseSegmentation,catboost_tuned,gbdt,covariate_shift,0.0,4240515663,test_only,True,low,True,ok,,0.638419986495611,0.8793346890629206,0.9154327360798663,0.5687903391659102,0.018679182396682464,0.4758367604208678,0.025713595434762586,0.017807396107866524,1.1524455502247248,-0.017066952428213187,0.2291572009172543,6911,xgboost_tuned,0.2296271493996671,False,,,1337
GesturePhaseSegmentation,catboost_tuned,gbdt,covariate_shift,0.05,1901017588,test_only,True,low,True,ok,,0.38419986495611075,0.7759120300497353,1.4379571377903215,0.8934530041084762,0.19412027116535255,0.7359958263428533,0.19402298386250924,0.10824462694716142,1.1062702816827747,-0.9506192353639231,0.022339234795210598,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,catboost_tuned,gbdt,covariate_shift,0.1,620159959,test_only,True,low,True,ok,,0.33929777177582715,0.7252731529126607,1.8368681526189945,1.141310353402158,0.27654080646521073,0.8473612729197175,0.27654080646521073,0.14358163989449285,1.2079069983246724,-1.4053028568126866,-0.09296099802788418,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,catboost_tuned,gbdt,covariate_shift,0.2,4186964530,test_only,True,low,True,ok,,0.3102633355840648,0.641603018083052,2.5751383515605584,1.6000234191488263,0.36202331253341963,0.9649078432351079,0.36202331253341963,0.1773296960398067,0.8894705320480092,-1.578902736233645,-0.28131113158465393,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,catboost_tuned,gbdt,covariate_shift,0.3,3312755356,test_only,True,low,True,ok,,0.30216070222822417,0.6058226878645105,2.933579567525485,1.8227354686138617,0.34479962063126995,0.9839705581223622,0.3447996206312699,0.19128488272577565,0.6699535586244051,-1.3631499893340853,-0.3584185186236002,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,catboost_tuned,gbdt,covariate_shift,0.4,2664869991,test_only,True,low,True,ok,,0.2970965563808238,0.5599259573475184,3.231245806400633,2.0076859016659574,0.3354522023462207,0.991718427008829,0.3354522023462208,0.19514455383702212,0.652921129395497,-1.34007835075456,-0.42885764244027635,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,gbdt_ensemble,gbdt,covariate_shift,0.0,4240515663,test_only,True,low,True,ok,,0.6536124240378123,0.8834729501373886,0.8994991791492413,0.5588902636131184,0.027313294829113533,0.46622747103465434,0.028888381131226454,0.02004304456748219,1.1191112463568498,0.06549725199990897,0.2341276581039996,6911,xgboost_tuned,0.2296271493996671,False,,,1337
GesturePhaseSegmentation,gbdt_ensemble,gbdt,covariate_shift,0.05,1901017588,test_only,True,low,True,ok,,0.37947332883187035,0.7729072479708432,1.461986887954761,0.908383527354382,0.21574062792348903,0.753046757085076,0.215740627923489,0.11149124540682558,1.037239096290437,-1.0208362757537839,0.01177535232356327,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,gbdt_ensemble,gbdt,covariate_shift,0.1,620159959,test_only,True,low,True,ok,,0.33929777177582715,0.7278323934475568,1.789071306303503,1.1116125030245663,0.28810168731496527,0.8477699373342559,0.28810168731496527,0.1393109313274191,1.111091619364355,-1.4055321274236876,-0.08546808489734398,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,gbdt_ensemble,gbdt,covariate_shift,0.2,4186964530,test_only,True,low,True,ok,,0.3214044564483457,0.6586689545584221,2.535044685043702,1.5751118234873203,0.3701246137486546,0.9761347165721087,0.3699719915496163,0.18015002251103773,0.6885347588604033,-1.4160609191603413,-0.2678136672332274,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,gbdt_ensemble,gbdt,covariate_shift,0.3,3312755356,test_only,True,low,True,ok,,0.30823767724510465,0.6107553128334124,2.887558232082344,1.7941408051679515,0.32244705052703865,0.9736833500509761,0.32244705052703876,0.18805222250699508,0.6178085118039318,-1.249928249440815,-0.3427316405773332,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,gbdt_ensemble,gbdt,covariate_shift,0.4,2664869991,test_only,True,low,True,ok,,0.2947332883187036,0.5903280127091387,2.9743318953980644,1.8480563135857226,0.3415209185786601,0.9911709014870257,0.3415209185786602,0.19424154470639426,0.6705980008754558,-1.375636301838263,-0.3718962800954448,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,lightgbm,gbdt,covariate_shift,0.0,4240515663,test_only,True,low,True,ok,,0.6596893990546928,0.8803053215418531,0.9302568471221495,0.5780010772302716,0.04408201483787998,0.4718339726512498,0.048177569214382876,0.0305743807112314,0.7964834948761972,-0.08880346036250923,0.22484354626119502,6911,xgboost_tuned,0.2296271493996671,False,,,1337
GesturePhaseSegmentation,lightgbm,gbdt,covariate_shift,0.05,1901017588,test_only,True,low,True,ok,,0.3828494260634706,0.7650263900602278,1.7054091802162987,1.0596303013870552,0.2691401813055086,0.8026297735884913,0.2691401813055086,0.13898972563102957,0.8942385574389105,-1.2242739687986388,-0.046530476246617936,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,lightgbm,gbdt,covariate_shift,0.1,620159959,test_only,True,low,True,ok,,0.3457123565158677,0.7053953429500213,2.306976989003143,1.4334053964927982,0.34306864629183725,0.9223283025135987,0.34306864629183736,0.16751024102690432,0.8024814392660607,-1.4575197712894201,-0.19989012469631934,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,lightgbm,gbdt,covariate_shift,0.2,4186964530,test_only,True,low,True,ok,,0.3200540175557056,0.6329698173723125,3.3414861300956566,2.0761820659748356,0.3494630701309852,0.9789794381898879,0.34865938600870133,0.19227654279591064,0.6383958117354241,-1.3842366202223693,-0.42319969510498245,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,lightgbm,gbdt,covariate_shift,0.3,3312755356,test_only,True,low,True,ok,,0.3048615800135044,0.5987667419675995,3.9424265347333454,2.4495673329646204,0.3708464887538374,1.0053298344356476,0.3708464887538374,0.19998262407790618,0.5490705033440377,-1.4031759331353186,-0.5537419009494681,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,lightgbm,gbdt,covariate_shift,0.4,2664869991,test_only,True,low,True,ok,,0.30823767724510465,0.589303887178108,4.248533018565977,2.6397619850650416,0.38674791035237543,1.0224975213822909,0.38674791035237543,0.2041305866050384,0.4831017093216895,-1.3715530238875924,-0.6167861654908839,6911,xgboost_tuned,0.2296271493996671,True,utility_gap;ece;nll,,1337
GesturePhaseSegmentation,lightgbm_tuned,gbdt,covariate_shift,0.0,4240515663,test_only,True,low,True,ok,,0.6394328156650911,0.8706297450338933,0.9486746165988681,0.5894446808228225,0.02417655792890264,0.49014015565178837,0.030695842867993175,0.01984859066069846,1.0034834908253578,0.057259095662864724,0.21896661727899902,6911,xgboost_tuned,0.2296271493996671,False,,,1337
