dataset_id,model,family,shift_axis,shift_lambda,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
GesturePhaseSegmentation,tabicl,icl,label_noise,0.3,train_only,True,low,True,ok,,0.6846725185685347,0.901536845996467,0.9542404895854368,0.5929029521506993,0.1788230505425936,0.4725594618609623,0.1788230505425936,0.0798935028732606,2.0401319282675106,0.997986713916462,0.2046032781303151,6911,catboost_tuned,0.2361496324913485,True,utility_gap;ece,
GesturePhaseSegmentation,tabicl,icl,label_noise,0.4,train_only,True,low,True,ok,,0.6536124240378123,0.8819554470610832,1.1086215226487386,0.6888252812263312,0.2406798738210746,0.5535682779106769,0.2406798738210746,0.1047851313659181,2.3943834237364934,1.7285464304066325,0.1519427109449366,6911,catboost_tuned,0.2361496324913485,True,utility_gap;ece,
MiceProtein,logreg,linear,covariate_shift,0.0,test_only,True,low,True,ok,,0.9907407407407408,0.9990509766492264,0.0799225701860559,0.0384346318875076,0.0464340484017327,0.0274892801097236,0.0500561378307957,0.0134085163330171,0.8632842485967125,2.2295182190082983,0.4774617536917415,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,covariate_shift,0.05,test_only,True,low,True,ok,,0.9907407407407408,0.9990399731280996,0.082820334971918,0.0398281621829163,0.0469712228809874,0.0283604591400571,0.0510689490952612,0.0129829233708669,0.7423273137938341,2.47076315469848,0.4769324084748736,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,covariate_shift,0.1,test_only,True,low,True,ok,,0.9876543209876544,0.9989980537003424,0.0931441532172156,0.0447928693114262,0.0480510510177482,0.0342053463976063,0.0536227735167403,0.014313178041124,0.8095364158627089,2.136104006719908,0.4747493959462904,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,covariate_shift,0.2,test_only,True,low,True,ok,,0.9629629629629628,0.99885156614839,0.1397426188977355,0.0672019944281998,0.0509679689292591,0.0631712377872365,0.0477790051827465,0.0216347601907673,1.2720756946223817,0.6027840287734771,0.4636883004820691,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,covariate_shift,0.3,test_only,True,low,True,ok,,0.9228395061728396,0.9985785034299888,0.2308843735727438,0.1110319135907174,0.0349710392885598,0.1203000811031324,0.0374729783168094,0.0323481470311813,1.02049208572378,0.4127593594198263,0.4476246201914947,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,covariate_shift,0.4,test_only,True,low,True,ok,,0.8611111111111112,0.9982233405200422,0.3816441143606245,0.1835320237241778,0.052646162187625,0.2127156360183024,0.0471082803664303,0.0486702046091192,0.6589308464271024,0.4088424778739746,0.4129559962939031,756,catboost_tuned,0.4707136815949769,True,utility_gap,
MiceProtein,tabicl,icl,covariate_shift,0.0,test_only,True,low,True,ok,,0.9969135802469136,1.0,0.005196722982821,0.0024990954920632,0.0024859780302344,0.0040424761484967,0.0024811091229936,0.000629048528464,1.7492360266620377,-8.417935531643774,0.4982901127833711,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,tabicl,icl,covariate_shift,0.05,test_only,True,low,True,ok,,0.9969135802469136,1.0,0.0052191799303362,0.0025098950010011,0.0025067870490318,0.0040615334904634,0.0024825545874601,0.0006323459278986,2.231882921307181,-8.58635838116456,0.4982827111269303,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,tabicl,icl,covariate_shift,0.1,test_only,True,low,True,ok,,0.9969135802469136,1.0,0.0082273755444654,0.0039565312991771,0.0029484960670358,0.0052851698895658,0.0027746315214492,0.0007415686498481,5.187386677494528,-19.257022621067687,0.4977603784338766,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,tabicl,icl,covariate_shift,0.2,test_only,True,low,True,ok,,0.9938271604938272,0.9998705694942254,0.0263346842191362,0.0126643061087748,0.0054134450712174,0.0095023940051187,0.0063374964130091,0.0027069702119045,0.9881627309366174,0.3666647845564664,0.4941467925501769,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,tabicl,icl,covariate_shift,0.3,test_only,True,low,True,ok,,0.9783950617283952,0.9989535787254392,0.1056972421789603,0.0508296290424086,0.048628546431643,0.0383644103773414,0.0454849605170001,0.0151272573885462,1.2399350193896843,0.9273464694020348,0.4714184138141117,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,tabicl,icl,covariate_shift,0.4,test_only,True,low,True,ok,,0.9537037037037036,0.9955967324336712,0.2622437307667931,0.1261125766271576,0.1254871306532888,0.1114100953723887,0.1273329856150746,0.0385461555850084,1.2793294293910775,1.390164795448004,0.4285832127885354,756,catboost_tuned,0.4707136815949769,True,utility_gap;ece,
MiceProtein,logreg,linear,label_noise,0.0,train_only,True,low,True,ok,,0.9907407407407408,0.9990509766492264,0.0799225701860559,0.0384346318875076,0.0464340484017327,0.0274892801097236,0.0500561378307957,0.0134085163330171,0.8632842485967125,2.2295182190082983,0.4774617536917415,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,label_noise,0.05,train_only,True,low,True,ok,,0.9567901234567902,0.9978293057990512,0.1871514642725089,0.0900008298003522,0.0833144386248012,0.0762993388994586,0.0781941471327577,0.0266391086243655,1.9397314022440093,0.6138780109917451,0.4490956388831206,756,catboost_tuned,0.4707136815949769,False,,
MiceProtein,logreg,linear,label_noise,0.1,train_only,True,low,True,ok,,0.904320987654321,0.9931517275231028,0.3331896820385276,0.1602303673174514,0.0918280750074958,0.1557648268497788,0.0933893120768059,0.0337259857440201,1.3363715689025986,0.6910013421045009,0.4168165275844996,756,catboost_tuned,0.4707136815949769,True,utility_gap,
MiceProtein,logreg,linear,label_noise,0.2,train_only,True,low,True,ok,,0.8364197530864198,0.9795344005743836,0.57471962703525,0.2763817186084366,0.1476957698847777,0.2638059457156561,0.1521668057706419,0.0456034923967159,1.3979750438742409,0.7666702740841348,0.3558463336045107,756,catboost_tuned,0.4707136815949769,True,utility_gap;ece,
MiceProtein,logreg,linear,label_noise,0.3,train_only,True,low,True,ok,,0.8641975308641975,0.9775451760351704,0.6380906358501499,0.3068567319928989,0.2181995998740735,0.2917967250473823,0.2174332436020715,0.0622096706224066,1.1527861157934358,1.3958059499974955,0.336073501669255,756,catboost_tuned,0.4707136815949769,True,utility_gap;ece,
MiceProtein,logreg,linear,label_noise,0.4,train_only,True,low,True,ok,,0.7098765432098766,0.9397424847683956,0.9831787424397218,0.4728090320084114,0.1582622924938064,0.4452494064735275,0.1563490507247674,0.0539142500835162,1.096581408500043,0.7535609062676997,0.2618961830491352,756,catboost_tuned,0.4707136815949769,True,utility_gap;ece,
